rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month,year
2,spotify:track:56toH670HEUhhOYEbubXYr,Abo El Anwar /  Marwan Pablo /  Lil Baba,Brrr Brrr Brrr,Global,2,-1,1,133055,5,2022
3,spotify:track:5V0l4DBUYwNr8ETXqf1Yod,Wegz,"بعودة يا بلادى ( من فيلم "" كباتن الزعتري "")",Takwene,2,2,8,128646,5,2022
4,spotify:track:5NcTOxzo2WE20tFdtUhbAM,Marwan Pablo,Barbary,Quality Clique,2,3,11,99300,5,2022
5,spotify:track:3JFB9ZJ8vZrKL8AJiRspLZ,Marwan Pablo,Racore,Quality Clique,5,-1,1,84009,5,2022
1,spotify:track:5kdlxZ5skOYY3VK8RlfEIZ,Wegz,البخت,Takwene,1,1,15,203400,6,2022
2,spotify:track:5V0l4DBUYwNr8ETXqf1Yod,Wegz,"بعودة يا بلادى ( من فيلم "" كباتن الزعتري "")",Takwene,2,2,12,124322,6,2022
3,spotify:track:56toH670HEUhhOYEbubXYr,Abo El Anwar /  Marwan Pablo /  Lil Baba,Brrr Brrr Brrr,Global,2,3,5,107045,6,2022
4,spotify:track:4U7uW9KlqalDKu8ff9OyDm,Marwan Moussa,Aloomek,The Basement Records,4,7,16,106792,6,2022
5,spotify:track:3JFB9ZJ8vZrKL8AJiRspLZ,Marwan Pablo,Racore,Quality Clique,3,4,5,101958,6,2022
1,spotify:track:5kdlxZ5skOYY3VK8RlfEIZ,Wegz,البخت,Takwene,1,1,19,176322,7,2022
2,spotify:track:2E2ZmCeuHrHOECN01QhN0A,Marwan Moussa,بطل عالم,The Basement Records,2,18,2,107036,7,2022
3,spotify:track:4U7uW9KlqalDKu8ff9OyDm,Marwan Moussa,Aloomek,The Basement Records,2,2,20,106376,7,2022
4,spotify:track:5V0l4DBUYwNr8ETXqf1Yod,Wegz,"بعودة يا بلادى ( من فيلم "" كباتن الزعتري "")",Takwene,2,3,16,105958,7,2022
5,spotify:track:74utdoJDUGLIMlrSS6jHlU,El Waili /  Moscow,Dawly,Modissa - EL Waili,4,4,10,99722,7,2022
1,spotify:track:2E2ZmCeuHrHOECN01QhN0A,Marwan Moussa,بطل عالم,The Basement Records,1,1,7,150000,8,2022
2,spotify:track:5kdlxZ5skOYY3VK8RlfEIZ,Wegz,البخت,Takwene,1,2,24,147003,8,2022
3,spotify:track:1hpjMinSryyJGslYdF0cyy,Marwan Moussa,حدوته المانى,The Basement Records,3,3,4,145021,8,2022
4,spotify:track:4U7uW9KlqalDKu8ff9OyDm,Marwan Moussa,Aloomek,The Basement Records,2,4,25,103005,8,2022
5,spotify:track:0Kb87SCKl8pFyKm0yD9TYf,Mohamed Mounir,لِلّي,Ideology,5,10,3,82045,8,2022
1,spotify:track:2BHxg3zP8IdRvvWPVavzqB,Wegz /  Ash,Amira,Ash,1,1,3,195555,9,2022
2,spotify:track:5kdlxZ5skOYY3VK8RlfEIZ,Wegz,البخت,Takwene,1,2,28,139312,9,2022
3,spotify:track:1hpjMinSryyJGslYdF0cyy,Marwan Moussa,حدوته المانى,The Basement Records,2,3,8,128399,9,2022
4,spotify:track:0VoGUSTCDyz5855v4S278P,Hassan El Shafei /  Nancy Ajram /  Marwan Pablo,Eish'ha B Afia,The Basement Records,4,5,4,121134,9,2022
5,spotify:track:6EImClnQDWI51GJjSKva6P,Marwan Pablo,El Halal - Remastered,Quality Clique,1,4,5,120751,9,2022
1,spotify:track:2BHxg3zP8IdRvvWPVavzqB,Wegz /  Ash,Amira,Ash,1,2,8,133870,10,2022
2,spotify:track:1hpjMinSryyJGslYdF0cyy,Marwan Moussa,حدوته المانى,The Basement Records,2,6,13,111945,10,2022
3,spotify:track:5kdlxZ5skOYY3VK8RlfEIZ,Wegz,البخت,Takwene,1,4,33,110698,10,2022
4,spotify:track:13E54FVYV7fzEfZhtrKn0K,Cairokee /  Marwan Pablo,Tarantino,Cairokee-Roma,1,1,3,109469,10,2022
5,spotify:track:1GKqff6G0zabRInKN9Vz1S,Cairokee,James Dean,Cairokee-Roma,1,3,4,108632,10,2022
1,spotify:track:5kdlxZ5skOYY3VK8RlfEIZ,Wegz,البخت,Takwene,1,1,37,197369,11,2022
2,spotify:track:6cpTq72SH9QSocMTnGEKg5,Afroto /  Marwan Moussa,Brazil,The Basement Records,2,2,15,178390,11,2022
3,spotify:track:2BHxg3zP8IdRvvWPVavzqB,Wegz /  Ash,Amira,Ash,1,3,12,170021,11,2022
4,spotify:track:0PTlHYXWyCeayIw3Tpafdl,Essam Sasa,عره فافي عامل مغامر - بت انتي حب حياتي,Essam Saasa,4,4,16,163729,11,2022
5,spotify:track:1hpjMinSryyJGslYdF0cyy,Marwan Moussa,حدوته المانى,The Basement Records,2,5,17,141178,11,2022
1,spotify:track:0zzrAsIPYKENTWOwZqYjYp,Mohammed Saeed,Alo Aleky,Mohammed Saeed,1,1,3,357752,12,2022
2,spotify:track:5kdlxZ5skOYY3VK8RlfEIZ,Wegz,البخت,Takwene,1,2,41,203463,12,2022
3,spotify:track:6cpTq72SH9QSocMTnGEKg5,Afroto /  Marwan Moussa,Brazil,The Basement Records,2,4,19,165642,12,2022
4,spotify:track:0PTlHYXWyCeayIw3Tpafdl,Essam Sasa,عره فافي عامل مغامر - بت انتي حب حياتي,Essam Saasa,3,5,20,164791,12,2022
5,spotify:track:0SbObewB36qKLWcaxMntej,Farid,بأمارة مين,New Era,2,3,10,157650,12,2022
1,spotify:track:0zzrAsIPYKENTWOwZqYjYp,Mohammed Saeed,Alo Aleky,Mohammed Saeed,1,1,8,253500,1,2023
2,spotify:track:68WRDAU8QecpIyasp2BEby,Muslim - مُسلِم,Aleb Fel Dafater,Global,2,3,3,195210,1,2023
3,spotify:track:5kdlxZ5skOYY3VK8RlfEIZ,Wegz,البخت,Takwene,1,2,46,180955,1,2023
4,spotify:track:00TO3hVgOAgfKrRjrKEZxx,Afroto,7ALA,The Basement Records,4,33,2,143706,1,2023
5,spotify:track:2BHxg3zP8IdRvvWPVavzqB,Wegz /  Ash,Amira,Ash,1,5,21,132454,1,2023
1,spotify:track:0zzrAsIPYKENTWOwZqYjYp,Mohammed Saeed,Alo Aleky,Mohammed Saeed,1,1,12,254837,2,2023
2,spotify:track:7qnR06N2Ekj9iBOQHiFqdq,Essam Sasa,مسا مني ليكوا,Krakeb Entertainment,2,2,4,244918,2,2023
3,spotify:track:6J2LvJwmgpauEsaY6h06fW,Wingii /  Lil Noby /  Tommy /  FL EX /  Husayn,Freedom Music: Scene Cypher 3,Kord,3,5,6,192732,2,2023
4,spotify:track:5kdlxZ5skOYY3VK8RlfEIZ,Wegz,البخت,Takwene,1,4,50,191579,2,2023
5,spotify:track:68WRDAU8QecpIyasp2BEby,Muslim - مُسلِم,Aleb Fel Dafater,Global,2,3,7,185569,2,2023
1,spotify:track:7qnR06N2Ekj9iBOQHiFqdq,Essam Sasa,مسا مني ليكوا,Krakeb Entertainment,1,1,8,282411,3,2023
2,spotify:track:6J2LvJwmgpauEsaY6h06fW,Wingii /  Lil Noby /  Tommy /  FL EX /  Husayn,Freedom Music: Scene Cypher 3,Kord,2,2,10,267573,3,2023
3,spotify:track:6Uig1yLkQkBZoHGDyZrTzm,Abo El Anwar /  Husayn,Blanco,Global,3,22,2,264950,3,2023
