rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:172oAbLGpgeCsukno7oBRe","Keung To","風雨不改 (電影《阿媽有咗第二個》主題曲)","EEG Music",1,1,9,"288587"
2,"spotify:track:11IqNbLOD4s4nVYSuEttFR","Keung To","Dear My Friend,","Music Nation Records Co. Ltd.",1,2,62,"255962"
3,"spotify:track:1dBroK67DSaaEE5kvkVjzG","Keung To","作品的說話","Music Nation Records Co Ltd.",1,3,24,"246783"
4,"spotify:track:2lMVTk3I232dE7jnkufOSt","MC 張天賦","老派約會之必要","WM Hong Kong",1,4,13,"230694"
5,"spotify:track:4umaD9GJDZMihD9mal7vd1","Keung To","鏡中鏡","Music Nation Records Co. Ltd.",3,6,41,"218487"
6,"spotify:track:1UJYWfzyPjRwmlCawgJroV","Anson Lo 盧瀚霆","King Kong","Music Nation Records Co Ltd.",4,5,19,"215819"
7,"spotify:track:4pnqbvjkdoIKUzmfr1bUho","Anson Lo 盧瀚霆","Mr. Stranger","Music Nation Records Co Ltd.",4,7,33,"193157"
8,"spotify:track:33bb4ipPqbeTdZLOAix27Z","Anson Lo 盧瀚霆","Megahit","Music Nation Records Co. Ltd.",4,8,56,"166683"
9,"spotify:track:6flgMTTqhbJSNryAPCYcvA","陳卓賢 Ian","留一天與你喘息","Music Nation Records Co. Ltd.",1,10,35,"154553"
10,"spotify:track:1ZrnCyms7CBYsCvkkVIkt8","MC 張天賦","記憶棉","WM Hong Kong",1,11,51,"151258"
11,"spotify:track:2rbbJ2xZFJa2DriR5h0TBS","陳卓賢 Ian","Distance","Music Nation Records Co. Ltd.",6,13,13,"138641"
12,"spotify:track:7gRFDGEzF9UkBV233yv2dc","BLACKPINK","Shut Down","YG Entertainment/Interscope Records",2,9,4,"136522"
13,"spotify:track:5zwwW9Oq7ubSxoCGyW1nbY","BLACKPINK","Pink Venom","YG Entertainment/Interscope Records",1,12,8,"129911"
14,"spotify:track:7zYZYyaMmfsc7Jp4ZHd6UX","Anson Lo 盧瀚霆","不可愛教主","Music Nation Records Co. Ltd.",1,14,67,"126052"
15,"spotify:track:2pFkBa11TZLwI4t4uzIWdi","陳卓賢 Ian","Got U","Music Nation Records Co. Ltd.",7,16,24,"113496"
16,"spotify:track:7xE3HkKaZFhtzrt2FiwNOd","Keung To","Master Class","Music Nation Records Co. Ltd.",4,15,81,"113412"
17,"spotify:track:4knMu3Cbg277Di6oEkpeRA","Kaho Hung","還原淚","WM Hong Kong",17,94,2,"113228"
18,"spotify:track:1rTnGbIahUmq6fK8RWAXfd","陳卓賢 Ian","鯨落","Music Nation Records Co. Ltd.",7,18,96,"108957"
19,"spotify:track:33NGVjht7ARoo8fhyYwrCE","MIRROR","We All Are","Music Nation Records Co. Ltd.",19,-1,1,"105248"
20,"spotify:track:2P5Eeh29qJrYa1T27cdL3B","MC 張天賦","反對無效","WM Hong Kong",2,19,71,"105226"
21,"spotify:track:433FK3gktWwmjkAPMSqVNO","MC 張天賦","時候不早","WM Hong Kong",2,20,44,"103991"
22,"spotify:track:7ajpbW6tBpqUI9foCtwlLw","YOASOBI","祝福","YOASOBI",22,27,2,"98419"
23,"spotify:track:2i40AXmoYGkzzW3C3OUoG6","Terence Lam","記得","Terence Lam Production & Co.",8,21,9,"98415"
24,"spotify:track:5AnD1Tmu5hKPeHGyxGq6LJ","Leo Ku, Edan 呂爵安","飄流教室","EEG Music",8,23,17,"97820"
25,"spotify:track:40NvsEFexANIROSnKIMYXB","Leo Ku, MC 張天賦","自我安慰","EEG Music",13,22,6,"92676"
26,"spotify:track:3U1sSlezn9BdzqsEx4VfHT","MC 張天賦","小心地滑","WM Hong Kong",1,17,27,"91036"
27,"spotify:track:1WzMnzTmdWbJZ3OhizMtbX","MC 張天賦, Kaho Hung","Frenemy","WM Hong Kong",15,24,9,"89359"
28,"spotify:track:2xmXF3hihKntUgTo1g4Lko","MC 張天賦","乾","WM Hong Kong",17,25,4,"89045"
