rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:5A5sHRQoeJHzMULQGPLoOV","ibe","Marraskuu","Skorpioni",1,-1,1,"1448953"
2,"spotify:track:5tfW3t4zAZoeftsKQI0jD0","Mirella","Täs mä oon","Universal Music Oy",2,-1,1,"831104"
3,"spotify:track:7fdNCtxfZArtOZK3hLqqm3","Turisti","Taikuri","WM Finland",1,1,7,"720397"
4,"spotify:track:2Ug8JxGX2SIRfsYogycZJc","Mirella","Seireeni","Universal Music Oy",4,-1,1,"601025"
5,"spotify:track:47p94jgL5CekzREJnOp3M0","Mirella","Löytää mut","Universal Music Oy",1,3,10,"555223"
6,"spotify:track:6Sgm8FkveMWMOKExKX0Q46","Mirella","Painava sydän","Universal Music Oy",6,-1,1,"511374"
7,"spotify:track:3Pf2yQgJ1B8vKgPFd1oOXC","Ares, Averagekidluke, Turisti","Iha miten vaa","WM Finland",2,2,2,"442519"
8,"spotify:track:3gEmQZnsmDrttYiBM2WYdD","Mirella, Lauri Haav","Luotathan","Universal Music Oy",1,10,23,"419194"
9,"spotify:track:4SzyvEZEyXIYiIe4rpsxcO","Etta","Sata shottii","WM Finland",2,4,3,"417603"
10,"spotify:track:6sffKkqijCXUkpWzvwHNlD","Mirella","Tytöt","Universal Music Oy",10,-1,1,"405965"
11,"spotify:track:36lT6tdND08VVvv3HwbhZD","Mirella","Timanttei","Universal Music Oy",1,11,44,"395174"
12,"spotify:track:4OUdNzrfhl2AVu0qTNUIkz","AHTI, Isac Elliot","Sun luokse","WM Finland",2,5,6,"350868"
13,"spotify:track:1y1YP8a4syyzDQvukhuhce","Mirella","Tyttö joka itkee iltaisin","Universal Music Oy",13,-1,1,"343296"
14,"spotify:track:71hoYrgo1nxzWp9hfhu0Fi","Averagekidluke, Turisti","Vitun hyvin","WM Finland",1,7,12,"329465"
15,"spotify:track:6jRJ1RAvdNxC1TG03VRFVg","Averagekidluke","On / Off","WM Finland",3,6,10,"320643"
16,"spotify:track:5iEKaNc3e4tksp5S5SxW4o","Mirella","Sua sattuu","Universal Music Oy",7,58,55,"313851"
17,"spotify:track:6IhXzdmguuxDwrq257ib7l","Mirella","Pelottaa","Universal Music Oy",17,-1,1,"310954"
