rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:0hR9rAzfwW8EuutTXdSzuF","Ramses II","Villieläin","WM Finland",1,1,17,"371200"
2,"spotify:track:3UTyIQpogsEpo9IIY5wLS5","JVG","Amatimies","WM Finland",1,3,15,"354872"
3,"spotify:track:22KSKT3mCbSiG4RT20ogxB","Gettomasa, Van Hegen","Shamppanjadieetillä","PME Records",2,2,11,"354440"
4,"spotify:track:1agD3NMqnpaejVler2S9xJ","Sexmane","Chillaa veli","Sony Music Entertainment Finland",1,4,5,"318852"
5,"spotify:track:1bDGyHQ0GC8zg8nIpEIhG0","LAVAREDO","Blondi","Sony Music Entertainment Finland",5,7,4,"293878"
6,"spotify:track:2u4aD9hjuT1UHDsmHVEOjr","Isac Elliot, william, Cledos","20min","Universal Music Oy",1,5,9,"291832"
7,"spotify:track:7F37IqJr4Cn5rTvpwBN61I","jambo, VilleGalle","ei nabbaa (feat. VilleGalle)","Sony Music Entertainment Finland",1,6,4,"263915"
8,"spotify:track:2oo4aF7LnxR3ZFkcRcctAe","Bizi, william","Draama - Remix","PME Records",7,8,3,"260445"
9,"spotify:track:1AbnlIEXtGbFGYPbzWEm4r","Infernal, T Swoop, Fabe, Branco","From Paris to Berlin (feat. T Swoop, Fabe & Branco)","Sony Music Entertainment Finland",9,9,2,"259898"
10,"spotify:track:0Nx44mzVtTyNnUypzRlu53","JVG, Ege Zulu, Costi","Verkkareis (feat. Ege Zulu, Costi)","WM Finland",1,11,6,"252370"
11,"spotify:track:5e7XVJJcGbecTB9N4asFsu","El Migu","Erilainen","Sony Music Entertainment Finland",1,10,12,"247094"
12,"spotify:track:2QNcMX51ubQSyLcNPly7Xa","Costi, Sexmane","meikä matadori","PME Records",12,-1,1,"239710"
13,"spotify:track:7dbbNqmww8vd8cPSvBs52o","Portion Boys, Teflon Brothers","Nautin elämästä","Sony Music Entertainment Finland",5,12,8,"238083"
14,"spotify:track:4PvlDeYk2aAk2dZATFxBWO","Nebi","GoDdAmN","EIFFEL",14,16,8,"210927"
15,"spotify:track:4Hy8NmXUsiHYhkrdXbP1ma","Benjamin","GAY","WM Finland",8,13,5,"209390"
16,"spotify:track:2NkD9LpDarxpqt8iq0CnPF","ABREU, Averagekidluke","Paholainen (querido) [feat. Averagekidluke]","WM Finland",9,14,3,"205997"
17,"spotify:track:0JbfBxlJxSqjbI9vbzi4Vn","Joe L, william","Käytöstapoi (feat. william)","Sony Music Entertainment Finland",3,18,12,"188662"
18,"spotify:track:55qPuI6NekVyNPM6kh5DN4","BESS","Ram pam pam","Universal Music Oy",1,20,30,"182902"
19,"spotify:track:1RCQAeceDgtbD7WVLWr05S","Haloo Helsinki!","Reiviluola","Vallila Music House",2,23,48,"182266"
20,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",2,19,19,"181667"
21,"spotify:track:75FEaRjZTKLhTrFGsfMUXR","Kate Bush","Running Up That Hill (A Deal With God)","Fish People",6,17,11,"181330"
22,"spotify:track:24kuaBw8ZtA8bWYc8nKkzl","Evelina, TheoFuego","Miau","Universal Music Oy",15,15,2,"179160"
23,"spotify:track:6TsLJhggpJxIdeNF7I7bbx","Nebi, Gettomasa","KiMi","EIFFEL",6,21,12,"169329"
24,"spotify:track:5gD9kf2QGNUaYXElN4nhX5","Etta","R.E.S.P.E.C.T.","WM Finland",24,-1,1,"162721"
25,"spotify:track:1SllLQv2tfIlgtYXO5edRM","T Swoop","Mon Ami","Sony Music Entertainment Finland",2,22,20,"161747"
26,"spotify:track:6CITvD2LkozBWMrsHExUFC","BESS","Rakastan en rakasta","Universal Music Oy",14,26,5,"155666"
27,"spotify:track:0lPrY8sXUen0bqga0BIeWa","KUUMAA","Tulipalo","Universal Music Oy",22,29,6,"154768"
28,"spotify:track:6zJejIfVYLgjud3lTk4DLB","Rosa Linn","SNAP","Nvak Collective",28,36,7,"150440"
29,"spotify:track:4BdiKWwWtDZ3TA339ZgZnI","Antti Tuisku, BESS","GRINDR MAYHEM (feat. BESS)","WM Finland",6,25,8,"150426"
30,"spotify:track:6mkIVmVRwXYKjgf5h2c8E2","Aitoarttu","Kylmää","Löyly-Viihde",8,27,6,"147010"
31,"spotify:track:48GrbwydcMUFPfKrSeq6K0","Sexmane","40K","Sony Music Entertainment Finland",9,33,16,"146049"
32,"spotify:track:39wdle16eH2REy1Il2OCtL","Pikku G, ANI","Kaukana (feat. ANI)","WM Finland",24,24,2,"145880"
33,"spotify:track:7aP68E6dMvQ54Mu41Omke4","KIKI","666","WM Finland",8,41,34,"144686"
34,"spotify:track:7fZBQnc0zXwVybgCIrQQil","Imanbek, BYOR","Belly Dancer","Musical Freedom",14,28,15,"143413"
35,"spotify:track:0nRssz1xxPRC6B22k5lG06","MD$, Sexmane, B.Baby","Nonstop (feat. Sexmane & B.Baby)","Poetic Pain Records",13,37,12,"142601"
36,"spotify:track:66ZiW1fgTaWZINhOLyDeLo","Gettomasa","500 Hevosta","PME Records",1,34,16,"138669"
37,"spotify:track:3LtpKP5abr2qqjunvjlX5i","Central Cee","Doja","Central Cee",31,31,3,"137212"
38,"spotify:track:2ykXJ9QVwx9Li8nsW0h6b2","INNA, Sean Paul","UP","WM Poland/WMI",16,35,17,"136163"
39,"spotify:track:2YBd7C5sNr8teXlOfQfMIO","Ida Paul & Kalle Lindroth, Ida Paul, Kalle Lindroth","Mä mietin sua","WM Finland",7,30,5,"132326"
40,"spotify:track:3TC6Z4oLl3AYL1Vd7PtDr4","Pihlaja, Etta","Bändäri","Sony Music Entertainment Finland",1,38,20,"129825"
41,"spotify:track:63WuQOXohQIxOxIFA2K7bR","Måneskin","SUPERMODEL","Epic",9,50,13,"129483"
42,"spotify:track:7zKlyvqvkTo7sTmpnXFwAs","SHRTY, Blacflaco","Loukku (feat. Blacflaco)","Sony Music Entertainment Finland",42,-1,1,"126516"
43,"spotify:track:67A13FUQH1vp3jmjwJKsA5","Olli Halonen","Suomen kesä","WM Finland",7,39,14,"123330"
44,"spotify:track:4N84bVnNycTXiuoKZFEXrD","Portion Boys, Matti ja Teppo","Vauhti kiihtyy (feat. Matti ja Teppo)","Sony Music Entertainment Finland",1,42,61,"122243"
45,"spotify:track:5wQFYjCfeAFwt04AkDS20C","Matias Niemi","KATO MUA","Same Goal Oy",45,-1,1,"119367"
46,"spotify:track:3yGXUI2VY7HMpJpiIerO3H","Evelina","Sydän sulaa","Universal Music Oy",11,40,11,"118937"
47,"spotify:track:6YFcvJlcgQceRfJrVpmJa0","Olli Halonen","Pohjola","WM Finland",1,47,62,"117233"
48,"spotify:track:3lsgWIzfsEajnM1Ecat2Bm","Etta, Gettomasa","Perus (feat. Gettomasa)","WM Finland",11,32,5,"115657"
49,"spotify:track:4h9wh7iOZ0GGn8QVp4RAOB","OneRepublic","I Ain't Worried","Interscope Records",49,57,9,"114779"
50,"spotify:track:0QO1QnI4tOXLwtgXQmVqPA","Portion Boys","Kyläbaari","Sony Music Entertainment Finland",12,46,75,"114273"
51,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",7,53,79,"110968"
52,"spotify:track:6xGruZOHLs39ZbVccQTuPZ","Joji","Glimpse of Us","88rising Music",14,49,9,"109020"
53,"spotify:track:4nPf3a74YvdiZT9L9ILMly","Fabe","WYD","Sony Music Entertainment Finland",10,43,13,"104208"
54,"spotify:track:5SAAdQghKMepFbqKJ6Qs0h","Mouhous","Haamuna","WM Finland",23,44,4,"103901"
55,"spotify:track:4wNAkYHSouNrsMIZLzTibv","SANNI","Tyhmä","WM Finland",7,48,10,"102594"
56,"spotify:track:7ffZ0iPT1UQvgm4e1KsaDC","Portion Boys","Elämän ABC","Sony Music Entertainment Finland",3,52,21,"96426"
57,"spotify:track:6hXmqUGzA9caEH5F9vAPGe","Cledos, Fabe","Mis oot ollu (feat. Fabe)","WM Finland",8,45,8,"94976"
58,"spotify:track:6XIZElq1WBJHYWtv9v8YYV","Mikael Gabriel, Juha Tapio","Kompassi","Universal Music Oy",12,54,8,"90818"
59,"spotify:track:5FMAvQBqlZSv510ENq0MM3","Vesa-Matti Loiri, Samuli Edelmann","Tuomittuna kulkemaan","WM Finland",59,-1,1,"90011"
60,"spotify:track:2LGHc5OI7tWamZd7JoOfll","Sexmane, Ege Zulu, Pessa","Vastaaja (feat. Ege Zulu & Pessa)","Sony Music Entertainment Finland",33,56,38,"86402"
61,"spotify:track:60EXSCcZL24IZikBt4256W","KUUMAA","Oo vielä sekunnin mun","Universal Music Oy",20,55,35,"84601"
62,"spotify:track:7tv9J2xwmdg0SoZ4QbQEBD","Fabe","Tähti","Sony Music Entertainment Finland",5,59,23,"84338"
63,"spotify:track:3EfMGeYXw69Saa14torWpK","Cledos, ibe, Averagekidluke, A36","Samma gamla vanliga - Remix","WM Sweden",1,58,48,"80423"
64,"spotify:track:6I3mqTwhRpn34SLVafSH7G","Justin Bieber","Ghost","RBMG/Def Jam",64,-1,30,"79513"
65,"spotify:track:5EhaUNWw48KNkAHnjPUUZl","Teflon Brothers, Märkä-Simo, Juice Leskinen","EESTI (On my Mind)","Universal Music Oy",8,51,10,"77160"
66,"spotify:track:5kUhGoq4uEEUskrb8Q0NBd","Vesa-Matti Loiri","Lapin kesä","WEA",66,-1,1,"76323"
67,"spotify:track:02MWAaffLxlfxAUY7c5dvx","Glass Animals","Heat Waves","Polydor Records",7,67,80,"75579"
68,"spotify:track:5PjdY0CKGZdEuoNab3yDmX","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",1,90,57,"74546"
69,"spotify:track:3bIKi7iQ8lnX5oA8xILBon","pehmoaino","haluun takas mun perhoset","Sony Music Entertainment Finland",1,66,20,"74213"
70,"spotify:track:58HvfVOeJY7lUuCqF0m3ly","Elley Duhé","MIDDLE OF THE NIGHT","Not Fit For Society/RCA Records",14,63,33,"73511"
71,"spotify:track:6r2pEYTnXsJ405pzUSvGxR","Arttu Wiskari","Elämän kova koulu","WM Finland",18,60,6,"73258"
72,"spotify:track:2uK2ecojfgD1HjSveRgie4","JVG","Viikonloppu","WM Finland",7,65,15,"73042"
73,"spotify:track:21szgNA72iLwvBxHQLgwBh","Nessa Barrett","die first","Warner Records",69,80,6,"72825"
74,"spotify:track:3Y7r2Cb5ynmMR18O0yJUM5","JVG","Vamos","WM Finland",1,72,31,"71891"
75,"spotify:track:4Q7NePRrh6S0WzKMz8CbCA","Pariisin Kevät","Kesäyö","Columbia",19,62,48,"71289"
76,"spotify:track:6BjYoI5TKTYEEZntqd13Ft","Madboiali, Stafa","Sääntöi (feat. Stafa)","WM Finland",11,68,11,"70920"
77,"spotify:track:3lAsUzcayDwcxLOX0RL4tc","Gettomasa","Hölliikse","PME Records",12,73,11,"69963"
78,"spotify:track:5esJb63Nbi1LeG0v4NyKTt","Egotrippi","Matkustaja","Zen Garden",62,74,75,"69936"
79,"spotify:track:0QkcOv7wWNlMKTBC8HVpri","Costi","relevantti","PME Records",79,-1,1,"69020"
80,"spotify:track:3u8gd2SedmlhbV3dA8u5Xz","SINI YASEMIN, Mouhous","Rakkautta ja piikkilankaa","Universal Music Oy",19,75,12,"68841"
81,"spotify:track:6qyS9qBy0mEk3qYaH8mPss","Kordhell","Murder In My Mind","Kordhell",81,89,3,"68120"
82,"spotify:track:7nPp9jinMqAmiAnNfYzY7c","Ed Sheeran, Ellinoora","2step (feat. Ellinoora)","Atlantic Records UK",2,64,15,"67632"
83,"spotify:track:2HZLXBOnaSRhXStMLrq9fD","Ghost","Mary On A Cross","Loma Vista Recordings",83,-1,2,"67485"
84,"spotify:track:1pJbvYH5FiR8FVY8Hpx9XX","Ikuinenkesä","Neiti Kesäheinä","Universal Music Oy",29,76,76,"66242"
85,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",85,88,2,"65421"
86,"spotify:track:7ozJ4D8Cy4DtoFRmoRZFVJ","Joalin","Angelito","2022 11 Ones",35,70,8,"64861"
87,"spotify:track:18LTaEHpUIDXVka8hylBU6","Kaija Koo","Kaunis rietas onnellinen","WM Finland",69,69,2,"64710"
88,"spotify:track:1rYP6R16sM0uSlxrqzR5pM","Gettomasa","Silmät","PME Records",2,87,168,"62710"
89,"spotify:track:2MuWTIM3b0YEAskbeeFE1i","Metallica","Master of Puppets (Remastered)","Blackened Recordings",62,81,6,"62674"
90,"spotify:track:3KXMfn5125nGdHRiEyhdrw","Mariska","Minä liityin sinuun","Universal Music Oy",47,91,56,"62625"
91,"spotify:track:1TN6MFzUFHXARl6eVzbtyf","Faija","Milla Magia","WM Finland",45,79,6,"62284"
92,"spotify:track:0g2Bbgy7P41pFjMWJuzsf4","DJ Khaled, Drake, Lil Baby","STAYING ALIVE (feat. Drake & Lil Baby)","Epic/We The Best",92,-1,1,"62187"
93,"spotify:track:3o3L7pnXxyytOVPYJOm93W","Cledos, A36","City (feat. A36)","WM Finland",6,82,18,"61747"
94,"spotify:track:1FEiijYPJtyswChfcpv3p0","Lana Del Rey","Summertime Sadness","Urban",94,100,3,"60716"
95,"spotify:track:0otRX6Z89qKkHkQ9OqJpKt","James Arthur","Car's Outside","Columbia Local",95,140,3,"60626"
96,"spotify:track:1bgKMxPQU7JIZEhNsM1vFs","Alesso, Zara Larsson","Words (feat. Zara Larsson)","10:22PM",94,108,16,"60504"
97,"spotify:track:50nfwKoDiSYg8zOCREWAm5","Ed Sheeran","Shivers","Atlantic Records UK",2,101,48,"60302"
98,"spotify:track:2Yp3dcDxBQByH3yPIy7Zyf","Ilta","Ei kukaan muu","WM Finland",46,85,4,"60287"
99,"spotify:track:5Fb4VMdqlt0caq0BE9IsAF","costee","Lähempänä jumalaa","WM Finland",29,78,5,"59723"
100,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",46,110,95,"59671"
101,"spotify:track:6tZftq0qmxSqMyUKVKr1ZQ","VITUN ISO ROTSI, Sairas T, Käsipuoli, Roman Schatz","Mikä täällä dunkkaa","VITUN ISO ROTSI",101,122,3,"59577"
102,"spotify:track:6HMtHNpW6YPi1hrw9tgF8P","Lizzo","About Damn Time","Nice Life/Atlantic",20,96,16,"59352"
103,"spotify:track:0510Z3QobhS1qOFEybAVaY","Gasellit","Pakko relaa ennen kun mä delaan","Sony Music Entertainment Finland",7,77,13,"59221"
104,"spotify:track:3kwx7XvObEbyHqSx1F0wFD","Senya","Kommunikaatiotaidot","Sony Music Entertainment Finland",81,84,3,"59142"
105,"spotify:track:4k6Uh1HXdhtusDW5y8Gbvy","Steve Lacy","Bad Habit","L-M Records/RCA Records",105,119,4,"58706"
106,"spotify:track:67vUsLGXUTVDv7FLe8SyDr","Sexmane","Mama","TIH BIH",98,102,71,"58344"
