rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:1Y6JqAA9wRlgVMLpDnASah","Keung To","Every Single Time","Music Nation Records Co Ltd.",1,1,6,"321361"
2,"spotify:track:1jQE96DjtfpWGjSqK6Gfnr","Keung To","好得太過份","Music Nation Records Co Ltd.",1,2,20,"304963"
3,"spotify:track:4pJWCkQnPeXfDyqouuBJ77","Anson Lo 盧瀚霆","Hey Hey OK!","Music Nation Records Co Ltd.",1,4,9,"272456"
4,"spotify:track:4ja627NyIBCz7wO2dYr83g","Keung To","岩巉","Music Nation Records Co Ltd.",1,3,42,"272415"
5,"spotify:track:60DcGRqdHMk9H3sat9bcHW","Keung To","黑月","Music Nation Records Co. Ltd.",1,6,35,"248557"
6,"spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","Jimin","Who","BIGHIT MUSIC",2,5,8,"225104"
7,"spotify:track:2CwGJLH5jTBlVQhMfjCc6e","Keung To","Dummy","Music Nation Records Co Ltd.",1,7,68,"209836"
8,"spotify:track:6apc6NX2mDQ59mortxddQQ","Anson Lo 盧瀚霆","深閨","Music Nation Records Co Ltd.",4,10,22,"203909"
9,"spotify:track:2plbrEY59IikOBgBGLjaoe","Lady Gaga, Bruno Mars","Die With A Smile","Interscope",9,11,4,"198922"
10,"spotify:track:1xRMtDxiU8xxAlaDscHIoT","Keung To","濤","Music Nation Records Co. Ltd.",1,9,59,"194323"
11,"spotify:track:10YtrR4JpndrvuI2vohpUM","Anson Lo 盧瀚霆, Kelly Chen","深閨 feat. Kelly Chen 陳慧琳","Music Nation Records Co Ltd.",4,12,14,"191411"
12,"spotify:track:2N0SPREDYqILVEFSsWF5N5","V","Love Me Again","BIGHIT MUSIC",7,15,57,"187508"
13,"spotify:track:4UVccKUI1aiZ17lecEfbNu","MC 張天賦","小心碰頭","WM Hong Kong",8,8,4,"187155"
