rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2BHxg3zP8IdRvvWPVavzqB","Wegz, Ash","Amira","Ash",1,2,8,"133870"
2,"spotify:track:1hpjMinSryyJGslYdF0cyy","Marwan Moussa","حدوته المانى","The Basement Records",2,6,13,"111945"
3,"spotify:track:5kdlxZ5skOYY3VK8RlfEIZ","Wegz","البخت","Takwene",1,4,33,"110698"
4,"spotify:track:13E54FVYV7fzEfZhtrKn0K","Cairokee, Marwan Pablo","Tarantino","Cairokee-Roma",1,1,3,"109469"
5,"spotify:track:1GKqff6G0zabRInKN9Vz1S","Cairokee","James Dean","Cairokee-Roma",1,3,4,"108632"
6,"spotify:track:6cpTq72SH9QSocMTnGEKg5","Afroto, Marwan Moussa","Brazil","The Basement Records",6,7,11,"106695"
7,"spotify:track:4vIbws1xp082bv0zl8vLaJ","Cairokee","Basrah w Atooh","Cairokee-Roma",4,5,3,"104513"
8,"spotify:track:641KAqGlHS7CH0wCrhh0Ir","Husayn, FL EX","Stop - Magnolia","Maadi Town Mafia",7,8,19,"100035"
9,"spotify:track:3nqQXoyQOWXiESFLlDF1hG","Sam Smith, Kim Petras","Unholy (feat. Kim Petras)","Capitol Records UK / EMI",9,9,3,"93150"
10,"spotify:track:13CV3gU68sljNILYjjaIBR","Wingii, FL EX","Khamsa","Maadi Town Mafia",10,10,4,"88263"
11,"spotify:track:6EImClnQDWI51GJjSKva6P","Marwan Pablo","El Halal - Remastered","Quality Clique",1,13,10,"78559"
12,"spotify:track:0PTlHYXWyCeayIw3Tpafdl","Essam Sasa","عره فافي عامل مغامر - بت انتي حب حياتي","Essam Saasa",7,16,12,"78011"
13,"spotify:track:2E2ZmCeuHrHOECN01QhN0A","Marwan Moussa","بطل عالم","The Basement Records",1,14,16,"77489"
14,"spotify:track:0VoGUSTCDyz5855v4S278P","Hassan El Shafei, Nancy Ajram, Marwan Pablo","Eish'ha B Afia","The Basement Records",4,11,9,"76490"
15,"spotify:track:4U7uW9KlqalDKu8ff9OyDm","Marwan Moussa","Aloomek","The Basement Records",2,19,34,"70820"
16,"spotify:track:7yZc2gKENILqeJWofabYNF","Cairokee, Sara Moullablad","Nefsy Ahbek","Cairokee-Roma",5,12,3,"69588"
17,"spotify:track:1QcOE9wJeillm0WK0oujtD","Afroto","ANA DEAL","The Basement Records",17,17,5,"68462"
18,"spotify:track:5GDhHuLpmneh1DCMyKMJp3","Cairokee","Roma","Cairokee-Roma",7,15,3,"68123"
19,"spotify:track:3TFIDBWstsKUbXBGedJAWO","FL EX","LOGAN","FL EX",19,21,8,"67972"
20,"spotify:track:5hiQSNo6jQbQ2m2gBZs7bU","Muslim - مُسلِم","Etnaset","Global",1,23,51,"65721"
21,"spotify:track:74utdoJDUGLIMlrSS6jHlU","El Waili, Moscow","Dawly","Modissa - EL Waili",4,26,24,"61943"
22,"spotify:track:6CU68VwcV10VfulVQMfj3X","Cairokee","Ana Negm","Cairokee-Roma",20,20,3,"60177"
23,"spotify:track:0WtM2NBVQNNJLh6scP13H8","Rema, Selena Gomez","Calm Down (with Selena Gomez)","Mavin Records / Jonzing World",12,24,7,"59366"
24,"spotify:track:2hZb0DuHOlqka9VYhHlTpM","Ahmed Saad","Wasa3 Wasa3","Global",11,22,13,"58539"
25,"spotify:track:5IgjP7X4th6nMNDh4akUHb","Chris Brown","Under The Influence","Chris Brown Entertainment/RCA Records",10,25,12,"58268"
26,"spotify:track:00iZxf2j4qUqsSa7HOngwZ","Muslim","جوب","Sharqi Production 2022",26,28,5,"58136"
27,"spotify:track:0Bfr92yPEr9KocUpWP8xmh","Cairokee","Matwhashneesh","Cairokee-Roma",8,18,3,"56329"
28,"spotify:track:2HbrI0oakRE7qNXoK74zNR","Ahmed Saad","اليوم الحلو ده","Sony Music Entertainment",15,27,12,"56016"
29,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",26,33,53,"55799"
30,"spotify:track:3FdV0iO6fskyPeYnrMsKPM","Essam Sasa","وسط دموع وجراح","Essam Saasa",13,30,67,"52752"
31,"spotify:track:3g4p8OgtpxHpEHzEjnRo6J","Muslim - مُسلِم","Mesh Nadman","Global",10,35,41,"52716"
32,"spotify:track:5V0l4DBUYwNr8ETXqf1Yod","Wegz","بعودة يا بلادى ( من فيلم "" كباتن الزعتري "")","Takwene",2,29,30,"50943"
33,"spotify:track:3OFejsaM3NDkclJg3rjWI2","Marwan Moussa","البوصلة ضاعت","Blue Check Entertainment",9,39,157,"50113"
34,"spotify:track:5NcTOxzo2WE20tFdtUhbAM","Marwan Pablo","Barbary","Quality Clique",2,34,33,"49881"
35,"spotify:track:56toH670HEUhhOYEbubXYr","Abo El Anwar, Marwan Pablo, Lil Baba","Brrr Brrr Brrr","Global",2,44,23,"46508"
36,"spotify:track:5jXlvpnQwhRmixTZ6oqMo3","Muhabspam, Ilmond","السر","Molla Music Group",22,40,8,"46459"
37,"spotify:track:0SbObewB36qKLWcaxMntej","Farid","بأمارة مين","New Era",37,100,2,"45574"
38,"spotify:track:1EBmjew9K69csBqRxI8BeO","Cairokee","Samurai","Cairokee-Roma",13,32,82,"45407"
39,"spotify:track:06h6dQDVdXjnIOXGXabW02","B-Zey, i Media","خطوه اجباري","Sjel Music",14,38,22,"44603"
40,"spotify:track:3LXPZvEHf0vhgFKs4giHSS","Bahaa Sultan","Ta3ala Adalla3ak","Free Music - Nasr Mahrous",3,41,41,"44143"
41,"spotify:track:0Kb87SCKl8pFyKm0yD9TYf","Mohamed Mounir","لِلّي","Ideology",5,36,12,"43936"
42,"spotify:track:3JFB9ZJ8vZrKL8AJiRspLZ","Marwan Pablo","Racore","Quality Clique",3,45,23,"41910"
43,"spotify:track:46Q0bzrsZyD2dzZCuLq5R2","Elissa, Saad Lamjarred","Min Awel Dekika","Elissa",6,42,23,"41752"
44,"spotify:track:7zE6sykTrQkXMaiZTZJSFJ","Cairokee","Costarica","Cairokee-Roma",13,31,3,"40326"
45,"spotify:track:2FntmtxOqyNgZkxaZchEn0","Wegz","سكرتي","Takwene",6,47,155,"40199"
