rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:7yDHHVKLbvDmVw1XXhDDIO","Vishal Mishra, Raj Shekhar","Pehle Bhi Main","T-Series",1,1,19,"6642036"
2,"spotify:track:0M0ANKNzmM4Odd7FNKghzW","Mitraz","Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")","T-Series",2,4,11,"4986033"
3,"spotify:track:0TL0LFcwIBF5eX7arDIKxY","Anuv Jain","Husn","Universal Music India Pvt. Ltd. (on behalf of Anuv Jain)",1,3,19,"4842357"
4,"spotify:track:3yHyiUDJdz02FZ6jfUbsmY","Arijit Singh, Shreyas Puranik, Siddharth - Garima","Satranga (From ""ANIMAL"")","T-Series",2,2,24,"4544870"
5,"spotify:track:6IR6mzRO60hnMjNoq8rCPE","Raghav, Tanishk Bagchi, Asees Kaur","Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")","T-Series",5,6,10,"3692159"
6,"spotify:track:6bmmHeCvZI92pRiTHxEdTC","Pritam, Arijit Singh, Irshad Kamil","O Maahi","T-Series",4,5,17,"3563226"
7,"spotify:track:3zSSCPpLZ5Oc8nelhhGjKz","AUR","Tu hai kahan","Sony Music Entertainment",1,7,26,"3361088"
8,"spotify:track:1eZefeDb8uOsjvcbl1fJrG","Diljit Dosanjh, Badshah, Raj Ranjodh","Naina (From ""Crew"")","Tips Industries Ltd",8,15,5,"3284858"
9,"spotify:track:3xMHXmedL5Rvfxmiar9Ryv","Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar","Chaleya","T-Series",1,8,35,"3218790"
10,"spotify:track:7KQdgW7QzNd9oPoCzjCU76","Shubh","Bandana","Shubh",10,38,2,"3164516"
11,"spotify:track:4ITtnvLQ6SOA8XhiqkLa24","Sanju Rathod, G-SPXRK","Gulabi Sadi","Sanjay Rathod",11,11,4,"3101647"
12,"spotify:track:5PUXKVVVQ74C3gl5vKy9Li","Jasleen Royal, Arijit Singh, Dulquer Salmaan","Heeriye (feat. Arijit Singh)","Warner Music India",1,9,37,"3090229"
13,"spotify:track:1hA697u7e1jX2XM8sWA6Uy","Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya","Apna Bana Le","Zee Music Company",1,13,42,"3022262"
14,"spotify:track:1tf2iody5iRLYYPDSBpzRc","Badshah, Arijit Singh","Soulmate","Universal Music India Pvt Ltd.",14,18,3,"2994991"
15,"spotify:track:209QxKVJzh2FLUmZHpYs4m","Badshah, Karan Aujla, Hiten","God Damn","Universal Music India Pvt Ltd.",15,19,3,"2926698"
16,"spotify:track:5ZLkihi6DVsHwDL3B8ym1t","Shubh","One Love","SHUBH",3,10,34,"2914041"
17,"spotify:track:2C6CJGFLbisteRuY6Plb7b","Danny, Avvy Sra, Sagar","Ve Haaniyaan","Dreamiyata Music",10,14,10,"2797031"
18,"spotify:track:1zzejMGRYKP5XOa3FmzXfa","Sai Abhyankkar","Katchi Sera - From ""Think Indie""","Think Music",6,12,10,"2564497"
19,"spotify:track:2lX53kXvYnvpV8Vqfe4S7s","Aashir Wajahat, NAYEL, Nehaal Naseem","Sadqay","Sony Music Entertainment",15,20,7,"2542280"
20,"spotify:track:2q9lPN7CT92W1Ry77j2acn","Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya","Ve Kamleya","Saregama India Ltd",20,21,35,"2520964"
21,"spotify:track:4eBvRhTJ2AcxCsbfTUjoRp","Shubh","Cheques","SHUBH",1,17,46,"2520839"
22,"spotify:track:0645eBDehHcqfiF15hscQV","Vishal Mishra, Rashmeet Kaur","Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")","Netflix Music",5,23,40,"2481870"
