rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2gGq8fqoGuKpCjuV7p2dd3","Massimo Pericolo, Emis Killa","Moneylove (feat. Emis Killa)","Epic",1,-1,1,"4003442"
2,"spotify:track:05wb6MEyJeG2z1MVCIXxC8","Sfera Ebbasta, Marracash","15 Piani","Universal Music Italia srL.",1,1,3,"3661724"
3,"spotify:track:6bN41HjY008ggroMFxNLaa","Sfera Ebbasta, Geolier, Simba La Rue, Baby Gang","Calcolatrici","Universal Music Italia srL.",3,3,3,"3047964"
4,"spotify:track:4QBfVk60RIBQg1uyox78Kh","Tedua, Capo Plaza","Parole Vuote (La Solitudine) (feat. Capo Plaza)","Epic",4,11,2,"2937195"
5,"spotify:track:242NmD3BqOefyiOZQy2MT2","Sfera Ebbasta","VDLC","Universal Music Italia srL.",2,2,3,"2645872"
6,"spotify:track:20bTkdvyWZjO4ORHmzXQR4","Takagi & Ketra, Shiva, ANNA, Geolier","EVERYDAY (feat. Shiva, ANNA, Geolier)","Columbia",1,6,8,"2406484"
7,"spotify:track:5WssaPhjCCUFBMk9PpnHYj","Sfera Ebbasta, Elodie","Anche Stasera","Universal Music Italia srL.",5,5,3,"2333236"
8,"spotify:track:4nKyIs9RnHzRJSyM5x7BEU","Massimo Pericolo, Tedua","Straniero (feat. Tedua)","Epic",8,-1,1,"2189526"
9,"spotify:track:0lqGKcPzUX4RO4PYysoLes","Sfera Ebbasta, Lazza, Shiva","G63","Universal Music Italia srL.",3,4,3,"2048047"
10,"spotify:track:7IpsNYgP87QkLCSnctxSif","Boro, Artie 5ive, Andry The Hitmaker","Cadillac (feat. Artie 5ive)","Universal Music Italia srL.",1,15,11,"1860134"
11,"spotify:track:1F4ARcz5U9kgtcjpcYNzTH","Sfera Ebbasta, Guè","Gol","Universal Music Italia srL.",9,9,3,"1804485"
12,"spotify:track:5B5p5w9QV0QFBsnASmtL24","Mida","ROSSOFUOCO","Dinero",12,14,4,"1785478"
13,"spotify:track:2mmbawJFVgPuQhdQpsHsRl","Sfera Ebbasta, thasup, Tony Effe","3uphon","Universal Music Italia srL.",7,7,3,"1767839"
14,"spotify:track:2HafqoJbgXdtjwCOvNEF14","iñigo quintero","Si No Estás","Acqustic",3,16,10,"1759571"
15,"spotify:track:5JuidT91MdTPOEDHL4u3fp","Sfera Ebbasta, ANNA","Ciao Bella","Universal Music Italia srL.",6,8,3,"1599872"
16,"spotify:track:4IxM8LopMS2014C2LTJEYu","Sfera Ebbasta, Tedua","Momenti No","Universal Music Italia srL.",8,10,3,"1590013"
17,"spotify:track:1w91YxaRwTShkKe4apYf3r","Marracash, Guè","Insta Lova","Universal Music Italia srL.",1,17,35,"1560992"
18,"spotify:track:5x9LonDyHxGUO2VzfHJHLE","Geolier","COME VUOI","Columbia",5,23,48,"1482321"
19,"spotify:track:3VtGh8xE9qRsFyY2Uj1WG3","Tedua, Sfera Ebbasta","Hoe (feat. Sfera Ebbasta)","Epic",1,19,27,"1466316"
20,"spotify:track:1K9qAxGT4cWUicf2OezSen","AVA, ANNA, Capo Plaza","VETRI NERI","Warner Music",1,21,29,"1445215"
21,"spotify:track:0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","All I Want for Christmas Is You","Columbia",3,51,36,"1391842"
22,"spotify:track:7yS8LfvvFEhtGhKLk29j5a","Calcutta ","2minuti","Bomba Dischi - Puro Srl",8,27,7,"1376095"
23,"spotify:track:6tP2AFUZkz4PuUfssawUBn","Drillionaire, Lazza, BLANCO, Sfera Ebbasta, Michelangelo","BON TON (feat. Lazza, Blanco, Sfera Ebbasta & Michelangelo)","Universal Music Italia srL.",2,20,24,"1361503"
24,"spotify:track:44hjRBoW648rQndFHKlgXQ","Ghali, Tony Effe, Pyrex, Side Baby","Paura E Delirio A Milano (feat. Tony Effe, Pyrex, Side Baby)","Warner Music",24,-1,1,"1302069"
25,"spotify:track:6SiJ1o6148rcmF2BydC1LW","Bresh, Pinguini Tattici Nucleari","Nightmares","Epic",4,24,10,"1279494"
26,"spotify:track:6d7BZ0WMfu6OlgA3hIh58P","Sfera Ebbasta, Paky","Complicato","Universal Music Italia srL.",10,12,3,"1268747"
27,"spotify:track:7sBmJhD1J7qt33jgxH7Jf9","Angelina Mango","che t'o dico a fa'","Latarma S.r.l.",6,25,9,"1251530"
28,"spotify:track:2Br5XZZK8B5cYELcUV0ctM","Massimo Pericolo","Totoro 2","Epic",28,-1,1,"1242981"
29,"spotify:track:3WsO4fOOc2Yr6oTP7CYa4j","Sfera Ebbasta","Fragile","Universal Music Italia srL.",9,13,3,"1225864"
30,"spotify:track:06qMRF18gwbOYYbnP2du6i","Wham!","Last Christmas - Single Version","Sony Music CG",6,67,32,"1214604"
31,"spotify:track:0eUgmndC1CN1eijY6EKSaE","VillaBanks","Papaya","Universal Music Italia srL.",2,26,14,"1198305"
32,"spotify:track:3KRwYDQt79HltHM1YHzQbl","Ghali, Simba La Rue","Machiavelli (feat. Simba La Rue)","Warner Music",32,-1,1,"1194238"
33,"spotify:track:7Da5kjy5GByLHE5OPQ4tpg","Geolier, Marracash","IL MALE CHE MI FAI (feat. Marracash)","Columbia",1,30,35,"1182045"
34,"spotify:track:3brte0lhdNMuHcCk0QW5Rz","Ultimo","OCCHI LUCIDI","Ultimo Records",34,-1,1,"1159212"
35,"spotify:track:3G5VUAzCpvaaWEMk9NkHFT","Calcutta ","Tutti","Bomba Dischi - Puro Srl",12,35,7,"1148457"
36,"spotify:track:2qrCResILkL1JFeRBrv3qA","Alfa","bellissimissima <3","Artist First",4,38,30,"1124120"
37,"spotify:track:6JJksqiePG5LUjiayW0Kre","Massimo Pericolo, Baby Gang","Senza Di Me (feat. Baby Gang)","Epic",37,-1,1,"1123770"
38,"spotify:track:5omIW7YOPhA6CULhkdz6jE","Tedua, Baby Gang, Kid Yugi","Paradiso Artificiale (feat. Baby Gang & Kid Yugi)","Epic",2,28,27,"1102084"
39,"spotify:track:79gZiOMkdqpBquK2tClkbn","BIA, Sfera Ebbasta, Fivio Foreign","MILANO","Epic",3,22,10,"1099873"
40,"spotify:track:34YxYcGtsAzI1K0SNAWMn1","Yung Snapp, Geolier","Kiss You (F**k You) [feat. Geolier]","Warner Music",21,29,14,"1095823"
41,"spotify:track:4Y60H8heDsEpQ2hin2g6V5","Don Pero","Baby Mama","Pulp Entertainment",22,33,41,"1085945"
42,"spotify:track:2hHC2jw8qiE4IAPDGjU4Fu","Finesse, Shiva, Sfera Ebbasta, Guè, Drillionaire","Gelosa (feat. Shiva, Sfera Ebbasta, Guè)","Epic",1,32,41,"1037040"
43,"spotify:track:2O8WUIrr2N2DYC6OqwWCdq","Sfera Ebbasta","Milano Bene","Universal Music Italia srL.",12,18,3,"1032810"
44,"spotify:track:588SxjC9ViYZu01Iy3a1Bk","Massimo Pericolo, Niko Pandetta","Ciao Frate","Epic",44,-1,1,"1010178"
45,"spotify:track:0YI32qkEhhUjoGVMGXDm8b","Artie 5ive, ANNA","ANELLI E COLLANE (feat. ANNA)","Trenches Records Ent.",10,37,31,"1000986"
46,"spotify:track:1kZLATTXQa5BtEKH8GbW2U","Tedua","Red Light","Epic",8,34,27,"982094"
47,"spotify:track:3G4ua9SB7TQLKgj1Q8HNQn","Massimo Pericolo, Fight Pausa","Diluvio (feat. Fight Pausa)","Epic",47,-1,1,"963020"
48,"spotify:track:1a2tfflHYYyZJ4xcA79nlL","Massimo Pericolo","Non Parlarmi (Outro)","Epic",48,-1,1,"953294"
49,"spotify:track:0mHC3BK9vFGoEU0EcGPWRZ","Lazza","CENERE","Universal Music Italia srL.",1,47,44,"949674"
50,"spotify:track:6p1GHnHSJSma1orNgP7NoE","Bobby Helms","Jingle Bell Rock","Geffen",10,113,21,"924709"
51,"spotify:track:32rxE3UsuYr3KndIKPfMg6","Slings, Shiva, Niky Savage, Finesse","Freaky (feat. Shiva & Niky Savage)","Epic Local",13,31,7,"915801"
52,"spotify:track:0JONs2ETXIHvYVxNris8Bf","Tony Effe, Emma, Takagi & Ketra","TAXI SULLA LUNA","Universal Music Italia srL.",5,39,26,"908859"
53,"spotify:track:2EjXfH91m7f8HiJN1yQg97","Brenda Lee","Rockin' Around The Christmas Tree","MCA Nashville",39,167,20,"902233"
54,"spotify:track:0uXDSAM6q44glALKnQQyqW","Rose Villain, Geolier","Fantasmi (feat. Geolier)","Columbia",24,44,46,"862972"
55,"spotify:track:24FFdPglqlH5uXwBwyY8kb","Massimo Pericolo, Speranza, Rafilù","Fils De Pute (feat. Speranza & Rafilù)","Epic",55,-1,1,"861088"
56,"spotify:track:6q0FNwtCtqWfb0viQOMNuA","Massimo Pericolo","Le Cose Cambiano (Lcc)","Epic",56,-1,1,"848353"
57,"spotify:track:2E32Pv8w20r6ZH4oFecxOf","Geolier, Sfera Ebbasta","X CASO (feat. Sfera Ebbasta)","Columbia",1,48,48,"843306"
58,"spotify:track:2fnASH90RHRUookKCp50Td","Massimo Pericolo","Come Aria","Epic",58,-1,1,"840581"
59,"spotify:track:3mMjLv3IyxlEKmXg3JxCI5","Pinguini Tattici Nucleari","Rubami la Notte","Columbia",5,40,29,"830312"
60,"spotify:track:1ytp1BZurhOk14vErLhivu","Coez, Frah Quintale","Alta marea","Carosello/WM Italy",11,43,25,"826477"
61,"spotify:track:2tTmW7RDtMQtBk7m2rYeSw","Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52","DALE PLAY Records",1,49,72,"818157"
62,"spotify:track:2mZcLTooYMTD3CAMsRDaKu","Massimo Pericolo, Guè","Di Persona (feat. Guè)","Epic",62,-1,1,"811335"
63,"spotify:track:7kvQDzIegURcWHLC0fZfrQ","Rhove","Ancora","Universal Music Italia srL.",21,42,24,"799746"
64,"spotify:track:3nIDXarK9FuClYwZQTSoK2","Holden","DIMMI CHE NON È UN ADDIO","Latarma S.r.l.",17,36,5,"797306"
65,"spotify:track:2scGvk5RyDMqCU9VtP4a59","Massimo Pericolo","Massimo Pericolo (Intro)","Epic",65,-1,1,"794802"
66,"spotify:track:4midGjEpVz0mYkIdQMFX3l","Geolier, Lazza, Takagi & Ketra","CHIAGNE (feat. Lazza & Takagi & Ketra)","Columbia",1,52,58,"774800"
67,"spotify:track:0xDhwzzCx7eamMB11VBgOo","Medy, Andry The Hitmaker","Soraya","Columbia",29,41,7,"766249"
68,"spotify:track:7ABLbnD53cQK00mhcaOUVG","Myke Towers","LALA","WEA Latina",14,45,21,"746128"
69,"spotify:track:3myPe2jZvDbPoNXY7v2TU0","Tedua","Malamente","Epic",3,56,27,"733988"
70,"spotify:track:5qR8me97mDHqvggt1G2eFn","Angelina Mango","Ci pensiamo domani","BMG Rights Management Italy S.R.L.",11,66,30,"724033"
71,"spotify:track:4CQNELF3U3gyNcI6sLr6yK","Bresh, SHUNE","Guasto D'Amore","Epic",2,63,45,"717956"
72,"spotify:track:7nRFsITVaSHko2Fw2Gcy59","Gazzelle","Destri","Artist First / Maciste Dischi",2,86,167,"708455"
73,"spotify:track:4ySxBjhmdnkeFUqhKxW3cY","Sfera Ebbasta","Visiera A Becco","Universal Music Italia srL.",46,58,148,"699475"
74,"spotify:track:0ofsKCwrfh6wigMU9IHsAF","Calcutta ","Controtempo","Bomba Dischi - Puro Srl",21,79,7,"694803"
75,"spotify:track:7uoFMmxln0GPXQ0AcCBXRq","Sia","Snowman","Monkey Puzzle/Atlantic",35,171,19,"693461"
76,"spotify:track:11AXfsh0V6zCCU7Po6kQiY","Guè","Bling Bling (Oro)","Universal Music Italia srL.",12,55,57,"693292"
77,"spotify:track:0YsVF7NmYGyLnaghCsLG30","Ghali, Luchè","Sotto Controllo (feat. Luchè)","Warner Music",77,-1,1,"692415"
78,"spotify:track:10C7rOQqeRhMHJ4EIlbUSq","Ghali","Sto","Warner Music",78,-1,1,"686930"
79,"spotify:track:3g6ejyAz7jwE6MitrKCMVY","Ernia, Bresh, Fabri Fibra","PARAFULMINI (con Bresh & Fabri Fibra)","Universal Music Italia srL.",14,60,28,"681034"
80,"spotify:track:1rv46mRwDqMEhOBZ7vODg3","Michael Bublé","It's Beginning to Look a Lot like Christmas","Reprise",20,-1,27,"672250"
81,"spotify:track:1CVw4Qr8LTapyiovASUpff","Shiva","Syrup","Milano Ovest",1,53,13,"652964"
82,"spotify:track:673OJ1YvSAChlJLeuSx0pG","Massimo Pericolo","Insieme","Epic",82,-1,1,"652024"
83,"spotify:track:3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy","RCA Records Label",49,54,11,"647760"
84,"spotify:track:0omPQQDtT8c1UZ5n7cVNFS","Ghali, Geolier","Tanti Soldi (feat. Geolier)","Warner Music",84,-1,1,"645711"
85,"spotify:track:01Lhwz9MYE6hu58oLQjOxh","Merk & Kremont, Tananai, Marracash","Un Altro Mondo (con Tananai & Marracash)","Universal Music Italia srL.",18,64,24,"644339"
86,"spotify:track:3QAU2pj4LUKf7yaTgANlQV","The Kolors","ITALODISCO","Warner Music",2,77,28,"643675"
87,"spotify:track:6ds6kgkB0qRSpSnxcBomCO","BLANCO, Mina","Un Briciolo Di Allegria (con MINA)","Universal Music Italia srL.",2,78,34,"642368"
88,"spotify:track:7L8cIUKXToCr6PV9hFoX3Q","Calcutta ","Cosa mi manchi a fare","Bomba Dischi",70,85,20,"638077"
89,"spotify:track:2ro9FlKCYKTLHB6Ke7Uqld","Mr.Rain, CLARA","UN MILIONE DI NOTTI","Warner Music",65,65,7,"636673"
90,"spotify:track:74cyFjvgjyiFiQ3QxszFWq","Tananai","TANGO","Universal Music Italia srL.",3,83,44,"630978"
91,"spotify:track:0MLu1cFYL4ikdRTdasCQT9","Shablo, Geolier, Sfera Ebbasta","M' Manc (con Geolier & Sfera Ebbasta)","Universal Music Italia srL.",1,61,144,"630126"
92,"spotify:track:6gs7AIeuNkpktUbwZcES2Y","Shiva, Sfera Ebbasta","Un milione di volte (feat. Sfera Ebbasta)","Milano Ovest",3,68,26,"624152"
93,"spotify:track:2zuRZkoWxoNtKaA4Q44f44","Salmo, Noyz Narcos, Marracash","RESPIRA (feat. Marracash)","Columbia",2,46,5,"613876"
94,"spotify:track:0xEgDBXYO9gGzmxCFWKxNg","Marracash","CRUDELIA - I nervi","Universal Music Italia srL.",2,69,213,"611830"
95,"spotify:track:7w3M35YQ9VD91c4Lpos8Zz","Artie 5ive, Sacky","TOP G (feat. Sacky)","Trenches Records Ent.",17,70,20,"611828"
96,"spotify:track:0D3QZNAMH2d5MFkVlebo6h","Shiva","Non lo Sai","Milano Ovest",2,75,54,"601853"
97,"spotify:track:0lizgQ7Qw35od7CYaoMBZb","Ariana Grande","Santa Tell Me","Universal Records",30,-1,25,"597046"
98,"spotify:track:3ZlIbMJeQCT8ZqDmc8L9TF","Ghali","Zuppa Di Succo Di Mucca","Warner Music",98,-1,1,"593401"
99,"spotify:track:6XbtvPmIpyCbjuT0e8cQtp","Quevedo","Columbia","Quevedo",49,74,19,"593065"
100,"spotify:track:1IcR6RlgvDczfvoWJSSY2A","Andy Williams","It's the Most Wonderful Time of the Year","Columbia",33,-1,17,"591193"
101,"spotify:track:4yrv0r3c190RCDa6fRPzJK","Slings, Bello Figo","ABC (feat. Bello Figo)","Epic Local",11,62,9,"581780"
