rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:4EC028SvtlC25iHQSG2OIa","Rhove","Shakerando","Universal Music Italia srL.",1,3,16,"2312027"
2,"spotify:track:1ZMGp9MTXbtAPvcKa0U3zS","Mahmood, BLANCO","Brividi","Universal Music Italia srL.",1,2,10,"2148309"
3,"spotify:track:3yWHQ4n4ARLDfYTuT2NhnN","Tananai","BABY GODDAMN","Universal Music Italia srL.",1,1,8,"2138852"
4,"spotify:track:4LRPiXqCikLlN15c3yImP7","Harry Styles","As It Was","Columbia",4,-1,1,"1734804"
5,"spotify:track:4lstxdn27jZqnTuyaLeJfq","Rhove","Cancelo","Universal Music Italia srL.",5,6,3,"1509976"
6,"spotify:track:5HujDMiRNqZwEzVAh3oFD3","sangiovanni","farfalle","Universal Music Italia srL. (Sugar)",3,7,10,"1477049"
7,"spotify:track:3iV5VVzcAcqyCGy5u4ZlbP","Luchè, Marracash","Le Pietre Non Volano (feat. Marracash)","BFM Music",7,-1,1,"1428329"
8,"spotify:track:6oYcyS6salzWI1ysjEScFh","Rkomi, Elodie","LA CODA DEL DIAVOLO (con ELODIE)","Universal Music Italia srL.",2,9,18,"1427510"
9,"spotify:track:5ychvxJuts6RyjQz2aoXqY","Fabri Fibra, Lazza, Madame","Caos","Epic",1,4,3,"1315606"
10,"spotify:track:16EJNayKtC09M0Fi7Py47s","BLANCO","Finché Non Mi Seppelliscono","Universal Music Italia srL.",2,12,30,"1309743"
11,"spotify:track:4Yi4RRhp3nfKR1FDbXlHBp","Shiva","Pensando a lei","Milano Ovest",4,10,8,"1284038"
12,"spotify:track:4YhH8TVZAe2AUaz2oigGeQ","Neima Ezza, Nko","CASA","Epic",12,16,10,"1259704"
13,"spotify:track:02OFJLIZuX5l0IKApndnkh","Shiva","Soldi Puliti","Milano Ovest",5,5,2,"1249746"
14,"spotify:track:5a6ABzVhqgVKI1znaI9tar","Dargen D'Amico","Dove Si Balla","Universal Music Italia srL.",4,11,10,"1201758"
15,"spotify:track:0GsZZWhBMIQXAmPYPJ3PRQ","Rkomi","INSUPERABILE","Universal Music Italia srL.",4,15,10,"1124557"
16,"spotify:track:0Dz9zyx2w3zYtRK6yp3VKD","Tananai","SESSO OCCASIONALE","Universal Music Italia srL.",7,14,10,"1118378"
17,"spotify:track:75mCCeBwjfoZtfAPE0SxwO","Irama","Ovunque Sarai","Atlantic/WM Italy",2,13,10,"1118325"
18,"spotify:track:788C9y2A5GSzMZ3uRYStBl","Lazza","MOLOTOV","Universal Music Italia srL.",8,8,2,"1074567"
19,"spotify:track:3NbehQmQsyuN17EP7dW5mJ","Sick Luke, thasup, Sfera Ebbasta","SOLITE PARE (feat. thasup & Sfera Ebbasta)","Universal Music Italia srL.",1,17,13,"1061028"
20,"spotify:track:1x3Qb8np6S1UvpSLthwEJN","BLANCO, Sfera Ebbasta","MI FAI IMPAZZIRE","Universal Music Italia srL.",1,20,42,"1033400"
