rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:1K9qAxGT4cWUicf2OezSen","AVA, ANNA, Capo Plaza","VETRI NERI","Warner Music",1,1,12,"3970539"
2,"spotify:track:3QAU2pj4LUKf7yaTgANlQV","The Kolors","ITALODISCO","Warner Music",2,2,11,"3325234"
3,"spotify:track:6tP2AFUZkz4PuUfssawUBn","Drillionaire, Lazza, BLANCO, Sfera Ebbasta, Michelangelo","BON TON (feat. Lazza, Blanco, Sfera Ebbasta & Michelangelo)","Universal Music Italia srL.",2,3,7,"3238580"
4,"spotify:track:2qrCResILkL1JFeRBrv3qA","Alfa","bellissimissima <3","Artist First",4,5,13,"2983417"
5,"spotify:track:3VtGh8xE9qRsFyY2Uj1WG3","Tedua, Sfera Ebbasta","Hoe (feat. Sfera Ebbasta)","Epic",1,4,10,"2869965"
6,"spotify:track:3mMjLv3IyxlEKmXg3JxCI5","Pinguini Tattici Nucleari","Rubami la Notte","Columbia",5,7,12,"2662724"
7,"spotify:track:6VOoSi7mgFrKCeymxG6wKB","Fedez, Annalisa, Articolo 31","DISCO PARADISE","Warner Music",5,6,12,"2648977"
8,"spotify:track:0JONs2ETXIHvYVxNris8Bf","Tony Effe, Emma, Takagi & Ketra","TAXI SULLA LUNA","Universal Music Italia srL.",8,8,9,"2518273"
9,"spotify:track:2hHC2jw8qiE4IAPDGjU4Fu","Finesse, Shiva, Sfera Ebbasta, Guè, Drillionaire","Gelosa (feat. Shiva, Sfera Ebbasta, Guè)","Epic",1,9,24,"2398668"
10,"spotify:track:1UcJs6RsX9upkeaFCNPBNs","Annalisa","Mon Amour","Warner Music",5,11,19,"2217748"
11,"spotify:track:3xee23Fj4m6DVu9UrWX5Up","Angelina Mango","Ci pensiamo domani","BMG Rights Management Italy S.R.L.",11,12,13,"2190761"
12,"spotify:track:4Js31maTathTS2flQOQr2c","Achille Lauro, Rose Villain","Fragole","Elektra/WM Italy",10,10,13,"2155828"
13,"spotify:track:23RoR84KodL5HWvUTneQ1w","Peggy Gou","(It Goes Like) Nanana - Edit","XL Recordings",13,18,8,"2001217"
