rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month,year
4,spotify:track:7ro0hRteUMfnOioTFI5TG1,Bad Bunny,WHERE SHE GOES,Rimas Entertainment LLC,2,2,7,27282705,7,2023
5,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,6,25,25318411,7,2023
1,spotify:track:7x9aauaA9cu6tyfpHnqDLo,Jung Kook /  Latto,Seven (feat. Latto),BIGHIT MUSIC,1,1,4,58285183,8,2023
2,spotify:track:7ABLbnD53cQK00mhcaOUVG,Myke Towers,LALA,WEA Latina,1,2,6,36995973,8,2023
3,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",Darkroom/Interscope Records,3,4,4,36298673,8,2023
4,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,9,27,33213739,8,2023
5,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,Dance The Night - From Barbie The Album,Atlantic Records,5,7,11,32474917,8,2023
1,spotify:track:7x9aauaA9cu6tyfpHnqDLo,Jung Kook /  Latto,Seven (feat. Latto),BIGHIT MUSIC,1,1,8,54933655,9,2023
2,spotify:track:2IGMVunIBsBLtEQyoI1Mu7,Doja Cat,Paint The Town Red,Kemosabe Records/RCA Records,2,2,5,51605845,9,2023
3,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,3,31,35276052,9,2023
4,spotify:track:7ABLbnD53cQK00mhcaOUVG,Myke Towers,LALA,WEA Latina,1,4,10,31287173,9,2023
5,spotify:track:5RqSsdzTNPX1uzkmlHCFvK,KAROL G /  Peso Pluma,QLONA,Bichota/Interscope Records,5,7,4,29546576,9,2023
1,spotify:track:7x9aauaA9cu6tyfpHnqDLo,Jung Kook /  Latto,Seven (feat. Latto),BIGHIT MUSIC,1,2,13,43187507,10,2023
2,spotify:track:56y1jOTK0XSvJzVv9vHQBK,Doja Cat,Paint The Town Red,Kemosabe Records/RCA Records,1,1,10,42729325,10,2023
3,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,3,4,4,39774334,10,2023
4,spotify:track:01qFKNWq73UfEslI0GvumE,Jung Kook /  Jack Harlow,3D (feat. Jack Harlow),BIGHIT MUSIC,3,3,2,36482352,10,2023
5,spotify:track:2YSzYUF3jWqb9YP9VXmpjE,Drake /  Yeat,IDGAF (feat. Yeat),OVO/Republic,5,-1,1,36143924,10,2023
1,spotify:track:2KslE17cAJNHTsI2MI0jb2,Jung Kook,Standing Next to You,BIGHIT MUSIC,1,-1,1,39202729,11,2023
2,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,2,4,8,37158588,11,2023
3,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,Jung Kook /  Latto,Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,1,7,17,36917172,11,2023
4,spotify:track:2HafqoJbgXdtjwCOvNEF14,iñigo quintero,Si No Estás,Acqustic,1,5,7,35716931,11,2023
5,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1,1,2,31727094,11,2023
1,spotify:track:0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You,Columbia,1,2,54,48242745,12,2023
2,spotify:track:06qMRF18gwbOYYbnP2du6i,Wham!,Last Christmas - Single Version,Sony Music CG,2,4,47,44176139,12,2023
3,spotify:track:2EjXfH91m7f8HiJN1yQg97,Brenda Lee,Rockin' Around The Christmas Tree,MCA Nashville,3,8,41,38756976,12,2023
4,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,1,1,12,34196862,12,2023
5,spotify:track:6p1GHnHSJSma1orNgP7NoE,Bobby Helms,Jingle Bell Rock,Big Buzz Productions,4,14,40,33402002,12,2023
1,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,Xavi,La Diabla,Interscope Records,1,2,5,34195950,1,2024
2,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,1,1,17,34059012,1,2024
