rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:1gSb8215VMM7zqVq1ihvjl","Cledos","Jos mä oisin sä","WM Finland",1,-1,1,"761645"
2,"spotify:track:150cifhtXjdhDdr07scSVG","HUGO, Costi","Taulut (feat. Costi)","Sony Music Entertainment Finland",1,1,13,"573750"
3,"spotify:track:6ik7RSb2fOJevYEFMu2P1A","DAVI, Joalin","Silkkii (feat. Joalin)","WM Finland",1,2,4,"463106"
4,"spotify:track:1osPz2rgtdywUR6ut6eIMU","KUUMAA","Satama","Universal Music Oy",4,-1,1,"426346"
5,"spotify:track:3rK7sL207zzuVPq5iX0qpM","Etta","Demoneista ystävii","WM Finland",1,3,5,"321610"
6,"spotify:track:3Fq0id1BFWX3GoCeWdNh53","ibe","BLONDINA","Skorpioni",1,10,28,"316444"
7,"spotify:track:06qMRF18gwbOYYbnP2du6i","Wham!","Last Christmas - Single Version","Sony Music CG",1,16,51,"311595"
8,"spotify:track:4haz2w5fIZagLEIOig3FGK","Turisti, ibe","Kiireinen nainen (feat. ibe)","WM Finland",1,6,10,"294998"
9,"spotify:track:0OqAvK1fX9vktHFuPJHBUa","Sexmane","HALLILLE","Sony Music Entertainment Finland",9,-1,1,"289222"
10,"spotify:track:7uoFMmxln0GPXQ0AcCBXRq","Sia","Snowman","Monkey Puzzle/Atlantic",1,28,45,"288564"
11,"spotify:track:2URHZHXAM122hwjNhBx1e1","Lauri Haav, Gettomasa","Feimii","PME Records",2,9,8,"279429"
12,"spotify:track:30lI16LmESm66IZJ7MPIGl","ibe","BISNESMIES","Skorpioni",5,5,5,"277053"
13,"spotify:track:0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","All I Want for Christmas Is You","Columbia",2,26,51,"275271"
14,"spotify:track:6W6EenNBTNpQwmANwy3SFl","ibe","DIIPIMPÄÄ","Skorpioni",6,8,5,"255441"
15,"spotify:track:4TXoHT9YxXfczvs2ccf5MK","KUUMAA","Ylivoimainen","Universal Music Oy",1,18,47,"248359"
16,"spotify:track:1bIT252aJAWFZEV0N2u9yd","ABREU","Sulle tehty","WM Finland",4,4,2,"242545"
17,"spotify:track:7CxxYcWRv53v2JTyqdb6Ub","Costi","DNA","PME Records",4,7,4,"241315"
18,"spotify:track:4T5U89USlowyG8zLMsaKgf","Ege Zulu","100 kg kukkia","PME Records",11,11,2,"240673"
