rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month,year
4,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,Island Records,2,6,8,2733616,6,2024
5,spotify:track:5AJ9hqTS2wcFQCELCFRO7A,Tommy Richman,MILLION DOLLAR BABY,PULSE Records,3,4,6,2662490,6,2024
1,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),American Dogwood / EMPIRE,1,1,13,3099553,7,2024
2,spotify:track:7221xIgOnuakPdLqT0F3nP,Post Malone /  Morgan Wallen,I Had Some Help (Feat. Morgan Wallen),Mercury Records/Republic Records,1,2,9,2683525,7,2024
3,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",2,5,10,2355856,7,2024
4,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,Island Records,2,4,13,2338794,7,2024
5,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Sabrina Carpenter,Please Please Please,Island Records,1,3,5,2213687,7,2024
1,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),American Dogwood / EMPIRE,1,1,17,2531442,8,2024
2,spotify:track:7221xIgOnuakPdLqT0F3nP,Post Malone /  Morgan Wallen,I Had Some Help (Feat. Morgan Wallen),Mercury Records/Republic Records,1,2,13,2225477,8,2024
3,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,3,3,12,1803993,8,2024
4,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,Good Luck /  Babe!,Chappell Roan PS/ Island,4,6,18,1655055,8,2024
5,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,Island Records,2,5,17,1625962,8,2024
1,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Sabrina Carpenter,Taste,Island Records,1,1,3,2115912,9,2024
2,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),American Dogwood / EMPIRE,1,2,22,1999402,9,2024
3,spotify:track:2plbrEY59IikOBgBGLjaoe,Lady Gaga /  Bruno Mars,Die With A Smile,Interscope,3,7,4,1787136,9,2024
4,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,3,6,17,1696756,9,2024
5,spotify:track:5IZXB5IKAD2qlvTPJYDCFB,Post Malone /  Morgan Wallen,I Had Some Help (Feat. Morgan Wallen),Mercury Records / Republic Records,1,4,18,1670085,9,2024
1,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),American Dogwood / EMPIRE,1,3,26,1790700,10,2024
2,spotify:track:2plbrEY59IikOBgBGLjaoe,Lady Gaga /  Bruno Mars,Die With A Smile,Interscope,1,2,8,1764996,10,2024
3,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Sabrina Carpenter,Taste,Island Records,1,4,7,1669115,10,2024
4,spotify:track:1Es7AUAhQvapIcoh3qMKDL,The Weeknd /  Playboi Carti,Timeless (feat. Playboi Carti),XO / Republic Records,1,1,2,1644832,10,2024
5,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,3,5,21,1633104,10,2024
1,spotify:track:5vNRhkKd0yEAg8suGBpjeY,ROSÉ /  Bruno Mars,APT.,Atlantic Records,1,1,3,1857440,11,2024
2,spotify:track:7ne4VBA60CxGM75vw0EYad,Gracie Abrams,That’s So True,"Gracie Abrams, under exclusive license to Interscope Records",2,5,3,1839190,11,2024
3,spotify:track:2plbrEY59IikOBgBGLjaoe,Lady Gaga /  Bruno Mars,Die With A Smile,Interscope,1,2,12,1644630,11,2024
4,spotify:track:2262bWmqomIaJXwCRHr13j,Gigi Perez,Sailor Song,Gigi Perez PS/ Island,3,3,14,1434894,11,2024
5,spotify:track:5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,A Bar Song (Tipsy),American Dogwood / EMPIRE,1,4,30,1369472,11,2024
1,spotify:track:2EjXfH91m7f8HiJN1yQg97,Brenda Lee,Rockin' Around The Christmas Tree,MCA Nashville,1,1,57,2250871,12,2024
2,spotify:track:0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You,Columbia,1,2,66,2068999,12,2024
3,spotify:track:2FRnf9qhLbvw8fu4IBXx78,Wham!,Last Christmas,Epic,2,4,60,2033850,12,2024
4,spotify:track:7vQbuQcyTflfCIOu3Uzzya,Bobby Helms,Jingle Bell Rock,Geffen,2,6,56,2028441,12,2024
5,spotify:track:7ne4VBA60CxGM75vw0EYad,Gracie Abrams,That’s So True,"Gracie Abrams, under exclusive license to Interscope Records",1,5,8,2028210,12,2024
