rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month,year
3,spotify:track:0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You,Columbia,1,10,36,1285537,12,2022
4,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,I Ain't Worried,Interscope Records,1,4,27,1248220,12,2022
5,spotify:track:1bDbXMyjaUIooNwFE9wn0N,Drake /  21 Savage,Rich Flex,OVO / Republic Records,2,3,5,1173943,12,2022
1,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,1,1,5,1726104,1,2023
2,spotify:track:3nqQXoyQOWXiESFLlDF1hG,Sam Smith /  Kim Petras,Unholy (feat. Kim Petras),Capitol Records UK / EMI,1,2,16,1196324,1,2023
3,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,I Ain't Worried,Interscope Records,1,4,32,1120152,1,2023
4,spotify:track:4uUG5RXrOk84mYEfFvj3cK,David Guetta /  Bebe Rexha,I'm Good (Blue),Parlophone UK,2,3,20,1105285,1,2023
5,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,Metro Boomin /  The Weeknd /  21 Savage,Creepin' (with The Weeknd & 21 Savage),Republic Records,5,8,6,1083569,1,2023
1,spotify:track:0yLdNVWF3Srea0uzk55zFn,Miley Cyrus,Flowers,Columbia,1,1,4,2943848,2,2023
2,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,1,2,9,1838492,2,2023
3,spotify:track:0NZPBYD5qbEWRs3PrGiRkT,Sam Smith /  Kim Petras,Unholy (feat. Kim Petras),Capitol Records UK / EMI,1,6,20,1453604,2,2023
4,spotify:track:4sx6NRwL6Ol3V6m9exwGlQ,The Kid LAROI,LOVE AGAIN,Columbia,4,11,2,1222145,2,2023
5,spotify:track:5mHdCZtVyb4DcJw8799hZp,RAYE /  070 Shake,Escapism.,Human Re Sources,4,4,11,1201759,2,2023
1,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,PinkPantheress /  Ice Spice,Boy's a liar Pt. 2,Warner Records,1,1,5,2213020,3,2023
2,spotify:track:0yLdNVWF3Srea0uzk55zFn,Miley Cyrus,Flowers,Columbia,1,2,8,1932441,3,2023
3,spotify:track:7oDd86yk8itslrA9HRP2ki,The Weeknd /  Ariana Grande,Die For You - Remix,XO / Republic Records,3,5,2,1836797,3,2023
4,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,1,3,13,1668100,3,2023
5,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,4,49,1411319,3,2023
1,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Last Night,Big Loud Records / Mercury Records / Republic Records,1,2,9,1685405,4,2023
2,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,PinkPantheress /  Ice Spice,Boy's a liar Pt. 2,Warner Records,1,1,9,1599785,4,2023
3,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,3,12,1570322,4,2023
4,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,1,4,17,1312349,4,2023
5,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,5,53,1068130,4,2023
1,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Last Night,Big Loud Records / Mercury Records / Republic Records,1,1,14,1544845,5,2023
2,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,"Miserable Music Group, LLC",2,2,4,1169671,5,2023
3,spotify:track:7FbrGaHYVDmfr7KoLIZnQ7,FIFTY FIFTY,Cupid (Twin Ver.) - Live Studio Version OT4,ATTRAKT,3,5,8,1134682,5,2023
4,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,3,17,1131751,5,2023
5,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,PinkPantheress /  Ice Spice,Boy's a liar Pt. 2,Warner Records,1,4,14,1097644,5,2023
1,spotify:track:2FDTHlrBguDzQkp7PVj16Q,Dave /  Central Cee,Sprinter,Neighbourhood / Live Yours,1,-1,1,1925460,6,2023
2,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Last Night,Big Loud Records / Mercury Records / Republic Records,1,1,18,1432844,6,2023
3,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,"Miserable Music Group, LLC",2,2,8,1070216,6,2023
4,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,Luke Combs,Fast Car,River House Artists/Columbia Nashville,4,4,11,965054,6,2023
5,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,3,21,955279,6,2023
1,spotify:track:3k79jB4aGmMDUQzEwa46Rz,Olivia Rodrigo,vampire,Olivia Rodrigo PS,1,-1,1,1713264,7,2023
2,spotify:track:2FDTHlrBguDzQkp7PVj16Q,Dave /  Central Cee,Sprinter,Neighbourhood / Live Yours,1,1,5,1640777,7,2023
3,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,3,3,22,1504836,7,2023
4,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Last Night,Big Loud Records / Mercury Records / Republic Records,1,2,22,1304776,7,2023
5,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,Luke Combs,Fast Car,River House Artists/Columbia Nashville,4,5,15,966542,7,2023
1,spotify:track:2FDTHlrBguDzQkp7PVj16Q,Dave /  Central Cee,Sprinter,Neighbourhood / Live Yours,1,1,10,1634750,8,2023
2,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",Darkroom/Interscope Records,2,2,4,1612224,8,2023
3,spotify:track:741UUVE2kuITl0c6zuqqbO,Nicki Minaj /  Ice Spice /  Aqua,Barbie World (with Aqua) [From Barbie The Album],Atlantic Records,3,3,7,1377802,8,2023
4,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,Dance The Night - From Barbie The Album,Atlantic Records,4,5,11,1354148,8,2023
5,spotify:track:3k79jB4aGmMDUQzEwa46Rz,Olivia Rodrigo,vampire,Olivia Rodrigo PS,1,4,6,1320527,8,2023
1,spotify:track:2IGMVunIBsBLtEQyoI1Mu7,Doja Cat,Paint The Town Red,Kemosabe Records/RCA Records,1,1,5,2562323,9,2023
2,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,2,2,31,1411554,9,2023
3,spotify:track:2FDTHlrBguDzQkp7PVj16Q,Dave /  Central Cee,Sprinter,Neighbourhood / Live Yours,1,3,14,1311774,9,2023
4,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Last Night,Big Loud Records / Mercury Records / Republic Records,1,4,31,1249233,9,2023
5,spotify:track:3k79jB4aGmMDUQzEwa46Rz,Olivia Rodrigo,vampire,Olivia Rodrigo PS,1,8,10,1173102,9,2023
1,spotify:track:56y1jOTK0XSvJzVv9vHQBK,Doja Cat,Paint The Town Red,Kemosabe Records/RCA Records,1,1,10,1937085,10,2023
2,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,2,2,4,1739432,10,2023
3,spotify:track:5mjYQaktjmjcMKcUIcqz4s,Kenya Grace,Strangers,Warner Records/Major Recordings,2,3,6,1430478,10,2023
4,spotify:track:7aqfrAY2p9BUSiupwk3svU,Drake /  J. Cole,First Person Shooter (feat. J. Cole),OVO/Republic,4,-1,1,1309579,10,2023
5,spotify:track:4KULAymBBJcPRpk1yO4dOG,Zach Bryan /  Kacey Musgraves,I Remember Everything (feat. Kacey Musgraves),Warner Records,5,7,7,1239583,10,2023
1,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1,1,2,1654320,11,2023
2,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,2,3,8,1641723,11,2023
