rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:5W7DOVGQLTigu09afW7QMT","Sidhu Moose Wala","295","Sidhu Moose Wala",1,5,17,"5953950"
2,"spotify:track:7lvDsmTRXFE3dK4OjvRiWB","Shae Gill, Ali Sethi","Pasoori","Giraffe Pakistan",1,1,16,"5205677"
3,"spotify:track:7B4uYqxTpTOS1sgxFB9Ann","Sidhu Moose Wala, Wazir Patar","The Last Ride","Sidhu Moose Wala",3,3,4,"4714283"
4,"spotify:track:29m79w9xPMH4YCD6r8JSmV","AP Dhillon, Gurinder Gill, Intense","Excuses","RUN-UP RECORDS",1,4,33,"3506745"
5,"spotify:track:5B4YQN1FCuADJ0o4phAtwC","Shubh","No Love","SHUBH",5,6,13,"3374800"
6,"spotify:track:5WWplXimzIjlJiN2N7T9Q3","Anirudh Ravichander, Kamal Haasan","Pathala Pathala (From ""Vikram"")","Sony Music Entertainment India Pvt. Ltd.",6,16,4,"3203988"
7,"spotify:track:6FQQiTpYnfc5803p84bQp1","Anirudh Ravichander","Vikram - Title Track","Sony Music Entertainment India Pvt. Ltd.",7,38,4,"3139377"
8,"spotify:track:0snQrp1VaY5Pj1YIHRJpRJ","Aditya A","Chaand Baaliyan","Sony Music Entertainment India Pvt. Ltd.",2,2,16,"2818166"
9,"spotify:track:60YICjIPdL7LDBcCMK0tAk","Sidhu Moose Wala, Sunny Malton, The Kidd","Levels","Sidhu Moose Wala",9,11,2,"2709717"
10,"spotify:track:6yvxu91deFKt3X1QoV6qMv","Anirudh Ravichander, Jonita Gandhi","Arabic Kuthu - Halamithi Habibo (From ""Beast"")","Sun Pictures",2,7,17,"2677185"
11,"spotify:track:2FZDNh6tm9mkZ9vTphuAh8","Pritam, Tanishk Bagchi, Neeraj Shridhar","Bhool Bhulaiyaa 2 Title Track","T-Series",7,8,6,"2435018"
12,"spotify:track:4wCy7erulqUfFQNVaZBD9b","Anirudh Ravichander","Once Upon a Time","Sony Music Entertainment India Pvt. Ltd.",12,66,3,"2347853"
13,"spotify:track:3JkVYvxNoGf2HCWJo61462","Sidhu Moose Wala, Sunny Malton, SOE","Never Fold","Sidhu Moose Wala",13,19,7,"2294143"
14,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",5,9,10,"2251811"
15,"spotify:track:605r6rtj7kBlJwZWmYx1Dt","Shubh","We Rollin","SHUBH",12,17,28,"2174921"
16,"spotify:track:2vkNA9I029dTwX0y6d59Sc","Anirudh Ravichander, Anthony Daasan","Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")","Sony Music Entertainment India Pvt. Ltd.",13,13,7,"2151600"
17,"spotify:track:0yCWDaAgOtg6TKlNCg9rwA","King","Tu Aake Dekhle","Warner Music India",6,15,71,"2103881"
