rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6s1kzj4EbhFLXbuAGJbhbn","MC Tuto, DJ Glenner","Barbie","Sonar Music",1,1,3,"15401555"
2,"spotify:track:1wubETHu3SeJHfbz9itEH0","Henrique & Juliano","Última Saudade - Ao Vivo","Virgin Music Label And Artist Services (S&D)",1,2,6,"7919716"
3,"spotify:track:1YlfGwNizEKy299l1PVggn","Grupo Menos É Mais","Coração Partido (Corazón Partío) - Ao Vivo","Som Livre",1,3,10,"7199470"
4,"spotify:track:3H7eBmcTJyuEMStfmKuLmG","MC Cebezinho, DJ Oreia, MC Tuto, Love Funk, Mc Kako","A Danada Me Ligando","Love Funk",1,4,10,"7069197"
5,"spotify:track:0xGQTpN4ESETtl1Sp6rzd2","The Weeknd, Anitta","São Paulo (feat. Anitta)","XO / Republic Records",5,113,2,"6424218"
6,"spotify:track:3Na05ukzM1l7QXBqQmWyfo","Léo Foguete","Última Noite - Solo","Sua Música Digital",5,5,4,"6044525"
7,"spotify:track:63BroH3HiwxYD8T5qTZiJn","Gusttavo Lima","A Noite (La Notte) - Ao Vivo","Sony Music Entertainment",4,7,13,"5953503"
8,"spotify:track:3EJfFRgtbIYzBQdlc6PO9V","Maiara & Maraisa","Vai Lá - Ao Vivo em Goiânia","Work Show",8,12,6,"5736021"
9,"spotify:track:2plbrEY59IikOBgBGLjaoe","Lady Gaga, Bruno Mars","Die With A Smile","Interscope",5,6,12,"5732169"
10,"spotify:track:4TnEIYOXZ9KBGHOIqG5Xs5","PEDRO SAMPAIO, Marina Sena","ESCADA DO PRÉDIO","WM Brazil",9,9,5,"5606366"
11,"spotify:track:5rHhO6SBSzo3E9m3KHyCtt","Murilo Huff, Ana Castela","Peça Íntima","M Show",8,8,4,"5027151"
12,"spotify:track:7BLjPZwgbxQSLZ4rWbboJY","MC Joãozinho VT, MC Tuto, Deejhay RB","Vida de Artista","Sonar Music",12,13,6,"4943205"
13,"spotify:track:02I0Nm97YdmZ8teGFcIHEy","MC Joãozinho VT, MC Tuto, MC Vine7, MC Ryan SP, Mc Duzinho SP, MC LUUKY, Caio Passos","Tropa do Sem K.O","Sonar Music",13,23,8,"4932578"
14,"spotify:track:4jUZymsR3lkia9wkP0o9cX","DJ TOPO, Mc Livinho","MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1","DJ TOPO",14,17,5,"4761430"
15,"spotify:track:2drZGdAOxfE2KoMGTkidmq","MC Marks, MC Ryan SP, MC Jvila, MC Bruno MS, Mc Magal, Aaron Modesto, DJ Dael","365 Dias (Vida Mansa)","Legenda Records",9,10,6,"4592506"
16,"spotify:track:6YdJ2jJOo143KhXT9qvQVe","MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada","300 no 7","MC GP & GR6",11,18,17,"4509284"
17,"spotify:track:5sKGmZDmkGwFed5dPpZpZL","Jorge & Mateus, Henrique & Juliano","Xonei","Som Livre",3,15,12,"4372963"
18,"spotify:track:5rIv8Ya5G1bLQoXwIKTn80","MC LUUKY, Oldilla","Nem Ligo Pro Amor","EDITORA E GRAVADORA A BASE RECORDS",18,67,9,"4201851"
19,"spotify:track:2wXqRqVGiGB2fyy9eoPJbP","Mc Lele JP, MC Marks, MC Leozinho ZS, MC Joãozinho VT","Eu sou Cantor Não Sou Bandido","A Luz Records",19,22,6,"3896254"
20,"spotify:track:7l9Tq5phzkLnhWUyfp702G","Kaique e Felipe, Luan Pereira","Saveiro","Sony Music Entertainment",1,16,15,"3785096"
21,"spotify:track:44BehH5rk8B5K4OtRxqpez","MC Tuto, Oldilla","E Aí Como Que Tá ?","Sonar Music",21,50,6,"3763375"
22,"spotify:track:5vNRhkKd0yEAg8suGBpjeY","ROSÉ, Bruno Mars","APT.","Atlantic Records",8,14,3,"3732535"
23,"spotify:track:6UzGpz33nYXa3gAEJ1mndV","Hugo & Guilherme, Maiara & Maraisa","O Meu Coração Em Suas Mãos (Colgando en tu manos) - Ao Vivo","Som Livre",10,20,14,"3729449"
24,"spotify:track:6ukVCqH77f6cwRHyJBhGgy","Israel & Rodolffo","Arruma Um Bão","Som Livre",19,19,5,"3701954"
25,"spotify:track:4ssHL7bSnOAE7HjiuLx6Co","Matuê","Crack com Mussilon","30PRAUM",1,21,9,"3451043"
26,"spotify:track:1lflD04lIdgV10sCMwFYOu","Mc Leozin, MC Rick, Boladin 211, Deliverymusic, Dj L Martins","Sorriso no Rosto","Delivery Music LTDA",12,24,15,"3353459"
27,"spotify:track:7HrDxxY2b7vOKxJHtqdXN6","Henry Freitas, Mc Th","Imã de Problema","Henry Freitas",27,35,5,"3287533"
28,"spotify:track:65vJAh07BdwurqR9SRa6f8","Ferrugem, Sorriso Maroto","Apaguei Pra Todos - Ao Vivo","WM Brazil",28,41,29,"3283744"
29,"spotify:track:7IFsTX5H1sWcEl8joV0IdD","THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia","THE BOX MEDLEY FUNK 2","Sony Music Entertainment",1,33,28,"3183818"
30,"spotify:track:6mTpK40yIRk1xGGNvRMHGg","Murilo Huff, Gustavo Mioto","Me Caiu Tão Bem - Ao Vivo","M Show",7,27,22,"3177515"
31,"spotify:track:1NcqLEg2r2LXqMVbam2BJD","Matheus Fernandes, Matheus & Kauan","Triplex - Ao Vivo","Som Livre",4,26,22,"3136641"
32,"spotify:track:4t4V2ptzeV94uXjUS1X18F","Mc Jacaré, Hungria","Pinxadão","Croco Hits",29,31,11,"3105606"
33,"spotify:track:5CtXR89REICvEZljUEK8r1","DJ L30, MC Thaizinha","Do Jeito Que Você Mete","Conquista Records Agenciamento Artístico",10,25,7,"3071232"
34,"spotify:track:6RjSXi9cPGroetXeNsWFGL","DJ TOPO, Seu Jorge, Mc Leozin, MC G15","MTG QUEM NÃO QUER SOU EU","DJ TOPO",1,29,26,"3022159"
35,"spotify:track:7pkpWcko6KEZANj0xKsCsu","Matheus & Kauan","Cronômetro - Ao Vivo","Universal Music Ltda.",15,28,18,"2914072"
36,"spotify:track:6SfcAUMXsi6eW6vZki5tC5","Felipe Amorim, MC Bruna Alves","Novinha do TKT","One Play",36,42,9,"2912907"
37,"spotify:track:7ghRkxJXkQCFO0l8Kn8i8U","Henrique & Juliano","Seja Ex - Ao Vivo","Virgin Music Label And Artist Services (S&D)",20,39,6,"2902545"
38,"spotify:track:51K1IJUjukRNYOqTqo596Z","Manu","4 Enganados","manuoficial",38,108,6,"2897863"
39,"spotify:track:3Bkw2nrO4vXwql6BBDH5pq","Felipe e Rodrigo, Matheus & Kauan","Aham - Ao Vivo","Virgin Music Label And Artist Services (S&D)",39,47,11,"2871153"
40,"spotify:track:7f1tZNtc1t456ybBsl5sfK","Murilo Huff, Hugo & Guilherme","Pula Fora - Ao Vivo","M Show",22,30,11,"2850724"
41,"spotify:track:2TMbgCaKPhrzSQgmvlrrxd","Léo Foguete","Cópia Proibida","Sua Música Digital",41,-1,1,"2773585"
42,"spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","Jimin","Who","BIGHIT MUSIC",7,48,16,"2755100"
43,"spotify:track:2KdyhL41F9solmRiyLQ3yl","Clayton & Romário","Sei Tocar Violão - Ao Vivo","WM Brazil",34,34,5,"2751805"
44,"spotify:track:6dwBglhRdkwcb2CL9dHdJs","NATTAN, Ana Castela","Pega Cabuloso - Ao Vivo em São Paulo","Nattan",11,11,17,"2677475"
45,"spotify:track:7Elw15XWLpOi4qzHyAwa9e","Gloria Groove","Nosso Primeiro Beijo - Ao Vivo","SB Music",18,40,23,"2659110"
46,"spotify:track:4VNRWHoiKHZJIoQHPbmJIv","Felipe e Rodrigo","Gosta De Rua - Ao Vivo","Virgin Music Label And Artist Services (S&D)",1,44,31,"2633430"
47,"spotify:track:5g7sDjBhZ4I3gcFIpkrLuI","Bruno Mars","Locked out of Heaven","Atlantic Records",47,90,43,"2625818"
48,"spotify:track:5mPn4ueXc1oua018FDvknz","MC Joãozinho VT, DJ JR No Beat","Calculista","Sonar Music",48,81,2,"2568528"
49,"spotify:track:2pilqAMqJMjbIQSnQVNdMv","NATTAN, Melody","Eu Vou Sentar - Ao Vivo em São Paulo","Nattan",32,32,12,"2548988"
50,"spotify:track:4dvHZesL5UKzfJnFH5bm3g","Luan Santana","CLONE - Ao Vivo","Sony Music Entertainment",5,38,11,"2510848"
51,"spotify:track:5aMgTcyBPH90hWHhbNKTwR","Diego & Victor Hugo","Entregador de Flor - Ao Vivo em Brasília","Sony Music Entertainment",22,37,8,"2500870"
52,"spotify:track:4MF0VMffyxHsy3GZwwUnAs","Matuê","A Morte do Autotune","30PRAUM",52,-1,31,"2436741"
53,"spotify:track:2cGRf9skACWnKRK1eLYBJn","Guilherme & Benuto","Sujeito Homem - Ao Vivo","Sony Music Entertainment",53,76,3,"2411039"
54,"spotify:track:6Tp4LCJ5r5IJaEf8lnlPfG","Henrique & Juliano","De Trás Pra Frente - Ao Vivo","Virgin Music Label And Artist Services (S&D)",17,64,108,"2401480"
55,"spotify:track:1iYCb2ogLunulBHn3g3cPX","MC Joãozinho VT, DJ BOY","Bebeto e Romário","Sonar Music",55,77,3,"2361898"
56,"spotify:track:5pmQRsVD9qPoF4VXoITPUC","Luan Santana","SE ARREPENDIMENTO MATASSE - Ao Vivo","Sony Music Entertainment",36,36,4,"2335608"
57,"spotify:track:5DrDpWyvharQkhsloNTN9W","Mc J Mito, DJ Borest","Clack Bum","MK",32,51,16,"2327534"
58,"spotify:track:6Qc9EMIMMBGSJUsyKZYOoR","Luan Santana","CERTEZA - Ao Vivo","Sony Music Entertainment",58,65,2,"2314283"
59,"spotify:track:4f0aDk7HX37SfzerfznYlr","Grupo Menos É Mais, Matheus Fernandes","Lapada Dela - Ao Vivo","Som Livre",4,54,89,"2314090"
60,"spotify:track:2MHQdlPaIcD49dJXHd6MYI","MC Marks, GringoBeats808","Hoje o Dia Tá Bonito","WM Brazil",60,68,3,"2278473"
