rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:4EC028SvtlC25iHQSG2OIa","Rhove","Shakerando","Universal Music Italia srL.",1,1,21,"2679819"
2,"spotify:track:0DpTRR4HyiDJH4Waoj9hXU","Sfera Ebbasta, Rvssian, Fivio Foreign","Easy (feat. Fivio Foreign)","Universal Music Italia srL.",2,-1,1,"2210915"
3,"spotify:track:7d7xucQmFY7PoESyJm2V9J","Sfera Ebbasta, Rvssian","Mamma Mia","Universal Music Italia srL.",2,2,2,"2117373"
4,"spotify:track:3yWHQ4n4ARLDfYTuT2NhnN","Tananai","BABY GODDAMN","Universal Music Italia srL.",1,3,13,"1843836"
5,"spotify:track:01DXwNf1GzEJkYTbXgL0eb","Lazza","USCITO DI GALERA","Universal Music Italia srL.",5,5,5,"1791408"
6,"spotify:track:0oMq1JmynUHMCOfH40k7B8","Sfera Ebbasta, Rvssian","Italiano Anthem","Universal Music Italia srL.",2,11,3,"1696241"
7,"spotify:track:4LRPiXqCikLlN15c3yImP7","Harry Styles","As It Was","Columbia",4,4,6,"1695967"
8,"spotify:track:1ZMGp9MTXbtAPvcKa0U3zS","Mahmood, BLANCO","Brividi","Universal Music Italia srL.",1,6,15,"1680621"
9,"spotify:track:08ITDCl9UvAAGzzIOwo4h4","Slings, MamboLosco","Thick (feat. MamboLosco) - Remix","Epic",9,9,5,"1605029"
10,"spotify:track:6BUueuMQR4k7CuoMEsnGou","Lazza, Sfera Ebbasta","PIOVE (feat. Sfera Ebbasta)","Universal Music Italia srL.",1,7,5,"1538761"
11,"spotify:track:6oYcyS6salzWI1ysjEScFh","Rkomi, Elodie","LA CODA DEL DIAVOLO (con ELODIE)","Universal Music Italia srL.",2,8,23,"1434364"
12,"spotify:track:723BtHZOTCxN2xOselHQpG","Sfera Ebbasta, Rvssian, BIA","X6 (feat. BIA)","Universal Music Italia srL.",12,-1,1,"1433779"
13,"spotify:track:3z0GeNGWyVduziP1cQ0mFN","Irama, Rkomi","5 Gocce (feat. Rkomi)","Atlantic/WM Italy",13,13,11,"1421593"
14,"spotify:track:1v9ABGLSpdhPDEWyQ10NFD","Jovanotti, Sixpm","I love you baby","Universal Music Italia srL.",14,17,6,"1376070"
15,"spotify:track:4lstxdn27jZqnTuyaLeJfq","Rhove","Cancelo","Universal Music Italia srL.",5,10,8,"1351261"
16,"spotify:track:16EJNayKtC09M0Fi7Py47s","BLANCO","Finché Non Mi Seppelliscono","Universal Music Italia srL.",2,12,35,"1338188"
17,"spotify:track:5LK1zfpswTVPO588AAw6bq","Sfera Ebbasta, Rvssian, Myke Towers","Sola (feat. Myke Towers)","Universal Music Italia srL.",17,-1,1,"1265727"
18,"spotify:track:5KkcthkQDnlhQN0WhO8DsM","Elodie","Bagno a mezzanotte","Universal Music Italia srL.",12,15,9,"1253681"
19,"spotify:track:32KxxVUfXnbdujTh5DGmgu","sangiovanni","farfalle","Universal Music Italia srL. (Sugar)",3,14,15,"1197699"
20,"spotify:track:4Yi4RRhp3nfKR1FDbXlHBp","Shiva","Pensando a lei","Milano Ovest",4,18,13,"1189678"
21,"spotify:track:6t0ovtgnoAq9orbnisSzZp","Fabri Fibra, Colapesce, Dimartino","Propaganda","Epic",10,39,8,"1156379"
22,"spotify:track:6SQmh0L5icrThwGDTeLkg1","Lazza","MOLOTOV","Universal Music Italia srL.",5,16,7,"1095007"
23,"spotify:track:02OFJLIZuX5l0IKApndnkh","Shiva","Soldi Puliti","Milano Ovest",5,21,7,"1011863"
24,"spotify:track:5a6ABzVhqgVKI1znaI9tar","Dargen D'Amico","Dove Si Balla","Universal Music Italia srL.",4,19,15,"994129"
25,"spotify:track:1x3Qb8np6S1UvpSLthwEJN","BLANCO, Sfera Ebbasta","MI FAI IMPAZZIRE","Universal Music Italia srL.",1,27,47,"987873"
26,"spotify:track:0HhSB4nAJpI5expWnZL199","Marracash, Guè","∞ LOVE (feat. Guè)","Universal Music Italia srL.",1,22,25,"972364"
27,"spotify:track:0SsUOrXUM2gZxVLYizZfQZ","Lazza, Takagi & Ketra","PANICO (feat. Takagi & Ketra)","Universal Music Italia srL.",6,20,5,"960826"
28,"spotify:track:4YhH8TVZAe2AUaz2oigGeQ","Neima Ezza, Nko","CASA","Epic",12,23,15,"957206"
29,"spotify:track:2DB4DdfCFMw1iaR6JaR03a","Camila Cabello, Ed Sheeran","Bam Bam (feat. Ed Sheeran)","Epic",24,24,10,"945639"
30,"spotify:track:02MWAaffLxlfxAUY7c5dvx","Glass Animals","Heat Waves","Polydor Records",25,25,37,"940367"
31,"spotify:track:0KS1D0MaqgqYku6LDj3ekl","Coez","Occhi rossi","Coez licensed to Carosello Records",31,33,23,"936488"
32,"spotify:track:47E18bCgrFTWXPFYkGnLMi","Paky","Blauer","Universal Music Italia srL.",4,40,15,"915725"
33,"spotify:track:1PWOkqMORYdGa0OEh2GaXM","BLANCO","Notti In Bianco","Universal Music Italia srL.",1,32,70,"914165"
34,"spotify:track:0GsZZWhBMIQXAmPYPJ3PRQ","Rkomi","INSUPERABILE","Universal Music Italia srL.",4,31,15,"913128"
35,"spotify:track:5w1eX8eQf8Z9jvqTCAtHkY","ANNA, Lazza","3 DI CUORI (feat. Lazza)","Universal Music Italia srL.",26,26,2,"896961"
36,"spotify:track:3uUuGVFu1V7jTQL60S1r8z","Lost Frequencies, Calum Scott","Where Are You Now","Epic Amsterdam",33,36,33,"891479"
37,"spotify:track:1WXNkrOGGFpG7tjMVHLzxr","Luchè","Password","BFM Music",23,35,6,"874406"
38,"spotify:track:2V8AxW9KS5i60ccy7tXCP6","Marco Mengoni, Madame","Mi Fiderò (feat. Madame)","Epic",27,38,23,"873371"
39,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",32,41,54,"862536"
40,"spotify:track:3NbehQmQsyuN17EP7dW5mJ","Sick Luke, thasup, Sfera Ebbasta","SOLITE PARE (feat. thasup & Sfera Ebbasta)","Universal Music Italia srL.",1,28,18,"847829"
41,"spotify:track:0Dz9zyx2w3zYtRK6yp3VKD","Tananai","SESSO OCCASIONALE","Universal Music Italia srL.",7,34,15,"833085"
42,"spotify:track:4ZPmb48JaAysD1OdQEt5LL","Baby Gang, Bobo","Paranoia","Atlantic/WM Italy",30,30,2,"831459"
43,"spotify:track:5ychvxJuts6RyjQz2aoXqY","Fabri Fibra, Lazza, Madame","Caos","Epic",1,37,8,"809312"
44,"spotify:track:7mxEWcW3A0jULs64ckyq9k","Ed Sheeran, Ultimo","2step (feat. Ultimo)","Atlantic Records UK",44,-1,1,"799202"
45,"spotify:track:6jcfITWcR5egvbD4fsGayr","Kungs","Clap Your Hands","Universal Music Division Island Def Jam",43,43,9,"792176"
46,"spotify:track:74lz9d1soQih0k9QtN0acn","Medy, Timon","Bisous","Columbia",46,-1,1,"779139"
47,"spotify:track:5YSR0sWUZk7NuIbkycxndu","Rkomi, Sfera Ebbasta, Junior K","NUOVO RANGE (con SFERA EBBASTA)","Universal Music Italia srL.",1,45,54,"767032"
48,"spotify:track:1O2pcBJGej0pmH2Y9XZMs6","Cris Mj","Una Noche en Medellín","Sonar LLC.",42,42,8,"756139"
49,"spotify:track:5KYHtcY0dtXkSxZwtVMjgp","Rondodasosa, Nko","STURDY","Atlantic/WM Italy",29,29,2,"744363"
50,"spotify:track:60NC3OqjiISKBYbscb8vW3","LIBERATO","PARTENOPE","LIBERATO",50,-1,1,"737490"
51,"spotify:track:5gflgO9EPbIBf16n5TKnQS","Zion & Lennox","Yo Voy (feat. Daddy Yankee)","Baby Records Inc",41,46,12,"710892"
52,"spotify:track:0HdrGJfHWYG5A0cNhiMDG4","Lazza, Geolier","NESSUNO (feat. Geolier)","Universal Music Italia srL.",12,56,5,"676087"
53,"spotify:track:2Z9uQAn8v8m6ZPFh4bsqY4","Rhove","LAPROVINCE #1","Universal Music Italia srL.",17,51,16,"671615"
54,"spotify:track:1EKJHHHvcSvSqoKiZrdDnb","LDA","Bandana","Columbia",54,59,3,"671016"
55,"spotify:track:2bIChMeF4rVtioVGcyYU8f","sangiovanni","cielo dammi la luna","Universal Music Italia srL. (Sugar)",22,44,7,"669756"
56,"spotify:track:75mCCeBwjfoZtfAPE0SxwO","Irama","Ovunque Sarai","Atlantic/WM Italy",2,48,15,"668969"
57,"spotify:track:4LC3IJxi0FnvPALxJ8k6zw","Paky, Shiva","Star (feat. Shiva)","Universal Music Italia srL.",3,50,9,"655906"
58,"spotify:track:0wHFktze2PHC5jDt3B17DC","Jack Harlow","First Class","Generation Now/Atlantic",58,71,5,"649265"
59,"spotify:track:0bKDQionn4VKcgNKbs4SWX","Pinguini Tattici Nucleari","Pastello Bianco","RCA Records Label",2,53,50,"641180"
60,"spotify:track:7FSEYn1LL9UemeYeuXCHRm","ARIETE, Madame","CICATRICI (feat. Madame)","Universal Music Italia srL.",51,57,11,"638726"
61,"spotify:track:3FfgFuY6NO3f06pB7R6nSs","Irama, Sfera Ebbasta","Una Lacrima (feat. Sfera Ebbasta)","Atlantic/WM Italy",19,55,11,"634735"
62,"spotify:track:58HvfVOeJY7lUuCqF0m3ly","Elley Duhé","MIDDLE OF THE NIGHT","Not Fit For Society/RCA Records",59,61,13,"616399"
63,"spotify:track:52t3V5rNpAYL0JQnOYhNfb","La rappresentante di lista","Ciao Ciao","Woodworm Publishing Srl",3,52,15,"604109"
64,"spotify:track:46k6vPzXj1JYKFqJNghNHA","Paky","Vita sbagliata","Universal Music Italia srL.",10,69,9,"601079"
65,"spotify:track:2tKH7kT40eTSp8SCf6VKeH","Lazza","SOGNI D'ORO","Universal Music Italia srL.",10,49,5,"600413"
66,"spotify:track:0HqZX76SFLDz2aW8aiqi7G","Imagine Dragons","Bones","KIDinaKORNER/Interscope Records",66,73,9,"583909"
67,"spotify:track:4D9gi2RDq5VB9JtTYQLk0S","PSICOLOGI","SUI MURI","Universal Music Italia srL.",8,47,22,"582752"
68,"spotify:track:2LxEDzVro56jdFydwjwQL6","SLF, MV Killa, Yung Snapp, Lele Blade, Vale Lambo","TRAVESURAS (feat. MV Killa, Yung Snapp, Lele Blade, Vale Lambo)","Columbia",42,54,17,"574118"
69,"spotify:track:6z7tGTD6yvyloEm6K2H8EX","Rkomi, Irama, Shablo","LUNA PIENA (con IRAMA)","Universal Music Italia srL.",7,68,54,"567543"
70,"spotify:track:3PpgbB4N9rMu4c2FKYyANb","LIBERATO","NUN CE PENZÀ","LIBERATO",70,-1,1,"563669"
71,"spotify:track:3FkeNbs9Zeiqkr3WkbOiGp","Anitta","Envolver","Warner Records",54,58,7,"561858"
72,"spotify:track:1uXJYnCsXy2v50y0fDEEiV","MACE, BLANCO, Salmo","LA CANZONE NOSTRA ⟁ ︎(con BLANCO & SALMO)","Universal Music Italia srL.",1,66,70,"559221"
73,"spotify:track:6BQAc2HhuDupDytILiSkZe","Bresh, SHUNE","Angelina Jolie","Epic",18,67,61,"551268"
74,"spotify:track:40zkeKA3HRN8Nzo6kbNOCp","BLANCO","Paraocchi","Universal Music Italia srL.",3,72,63,"550848"
75,"spotify:track:4fouWK6XVHhzl78KzQ1UjL","GAYLE","abcdefu","Atlantic/Arthouse Records",11,62,26,"544033"
76,"spotify:track:1HhNoOuqm1a5MXYEgAFl8o","Imagine Dragons, JID, Arcane, League of Legends","Enemy (with JID) - from the series Arcane League of Legends","Kid Ina Korner / Interscope",22,65,26,"520928"
77,"spotify:track:4HpqJZ9YSAaVsmfNGAyl9w","Rkomi","PARTIRE DA TE","Universal Music Italia srL.",4,82,54,"518540"
78,"spotify:track:3iV5VVzcAcqyCGy5u4ZlbP","Luchè, Marracash","Le Pietre Non Volano (feat. Marracash)","BFM Music",7,63,6,"516502"
79,"spotify:track:6yaNNYWPjkWHbh1jADEyJO","Salmo","KUMITE","Columbia",1,76,32,"510604"
80,"spotify:track:0NwuXciw6eQc4edjwSBnV3","Luchè","Non Abbiamo Età","Universal Music Italia srL.",40,80,139,"509888"
81,"spotify:track:5PjdY0CKGZdEuoNab3yDmX","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",3,77,44,"507986"
82,"spotify:track:3EEKujBvA1XwPGagaciCef","Luigi Strangis","Tienimi stanotte","21co",82,113,2,"504572"
83,"spotify:track:2zS0OYlDeXF6iNLougbIFL","LIBERATO","NUNNEOVER","LIBERATO",83,-1,1,"503634"
84,"spotify:track:18asYwWugKjjsihZ0YvRxO","Tiësto, Ava Max","The Motto","Atlantic Records",73,78,19,"502623"
85,"spotify:track:4vU79ET0F49d3bepSr0Aee","Paky, Marracash","No wallet (feat. Marracash)","Universal Music Italia srL.",4,88,9,"495950"
86,"spotify:track:2p5OyhSm5fS90n0Q7R3r6D","Marracash","CRAZY LOVE","Universal Music Italia srL.",2,64,25,"493533"
87,"spotify:track:1UdzJEpgJxtuXAlCOvD4S0","Danny Ocean","Fuera del mercado","Atlantic Records",77,79,5,"493184"
88,"spotify:track:15223sfwoQj4IAJL8GSnfO","Raffa Fl","Ritmo","Another Rhythm",88,90,6,"493054"
89,"spotify:track:6JIC3hbC28JZKZ8AlAqX8h","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","EMI",20,81,38,"491751"
90,"spotify:track:6Xom58OOXk2SoU711L2IXO","Bad Bunny","Moscow Mule","Rimas Entertainment LLC",90,-1,1,"491077"
91,"spotify:track:2B4GHvToeLTOBB4QLzW3Ni","Farruko","Pepas","Sony Music Latin",8,85,41,"488712"
92,"spotify:track:2xZOxK1Emq85FfnJGVR21a","Taxi B","Samba","Universal Music Italia srL.",92,-1,1,"485131"
93,"spotify:track:17zj2Oli03sgcCAYc75JiO","LIBERATO","ANNA","LIBERATO",93,-1,1,"478133"
94,"spotify:track:4f5TKGvkD4TkTjr61GKNAG","Central Cee, Rondodasosa, Freeze corleone, Baby Gang, A2 Anti, Morad, Beny Jr, ASHE 22","Eurovision (feat. Rondodasosa, Baby Gang, A2 Anti, Morad, Beny Jr, Ashe 22 & Freeze corleone)","Central Cee",26,87,11,"477669"
95,"spotify:track:1zfszqoisdKWCIfFToaMHi","Lazza","ALIBI","Universal Music Italia srL.",9,75,5,"477367"
96,"spotify:track:1aHWdsWQooVkRhZL2oU8m2","Rhove, Madfingerz","Seignosse","Universal Music Italia srL.",43,89,12,"476960"
97,"spotify:track:7r9hUF9vWuuTPqGK3YS6Oy","Lazza","OUV3RTURE","Universal Music Italia srL.",21,84,10,"474559"
98,"spotify:track:7hbcRsR3AfOtNfjRrZAChl","Lazza, Tory Lanez","BUGIA (feat. Tory Lanez)","Universal Music Italia srL.",8,74,5,"468379"
99,"spotify:track:53LX6p75hOcCtAelMDyB8B","Gazzelle","Destri","Artist First / Maciste Dischi",2,110,85,"468154"
