rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month,year
4,spotify:track:6LBpjWMfy1NUfyxAJbcMRs,La K'onga /  Nahuel Pennisi,Universo Paralelo,Leader Music,2,2,17,1915163,3,2022
5,spotify:track:2Gq636OOGgxCTqEuzCZhsa,Bizarrap /  Tiago PZK,Tiago PZK: Bzrp Music Sessions /  Vol. 48,DALE PLAY Records,1,6,11,1885294,3,2022
1,spotify:track:2gpQi3hbcUAcEG8m2dlgfB,Paulo Londra,Plan A,WEA Latina,1,1,3,3271178,4,2022
2,spotify:track:1uK5rDY3BnikyG0sl3tPpc,Sofía Reyes /  Maria Becerra,Marte,WEA Latina,2,3,8,1911627,4,2022
3,spotify:track:6mmPpaltUZK7xjNlBPQQ0p,Rauw Alejandro /  Chencho Corleone,Desesperados,Sony Music Latin/Duars Entertainment,1,2,17,1904444,4,2022
4,spotify:track:6bQ5823aHmFVKLZW8E7rRo,Duki /  De La Ghetto /  Quevedo,Si Quieren Frontear,DALE PLAY Records / SSJ Records,4,-1,1,1886706,4,2022
5,spotify:track:1O2pcBJGej0pmH2Y9XZMs6,Cris Mj,Una Noche en Medellín,Sonar LLC.,5,7,7,1829468,4,2022
1,spotify:track:6Xom58OOXk2SoU711L2IXO,Bad Bunny,Moscow Mule,Rimas Entertainment LLC,1,-1,1,2640495,5,2022
2,spotify:track:2uky0VCI2EZni0nArOPznM,Bizarrap /  Paulo Londra,Paulo Londra: Bzrp Music Sessions /  Vol. 23,DALE PLAY Records,1,1,3,2437701,5,2022
3,spotify:track:7kYbxvrGXv8cmKjkqgqhrw,TINI,La Triple T,Sony Music Latin,3,-1,1,2371900,5,2022
4,spotify:track:6bQ5823aHmFVKLZW8E7rRo,Duki /  De La Ghetto /  Quevedo,Si Quieren Frontear,DALE PLAY Records / SSJ Records,2,2,6,2202351,5,2022
5,spotify:track:1TpZKxGnHp37ohJRszTSiq,Emilia,cuatro veinte,Sony Music Latin,4,4,7,2006168,5,2022
1,spotify:track:7kYbxvrGXv8cmKjkqgqhrw,TINI,La Triple T,Sony Music Latin,1,1,5,2787528,6,2022
2,spotify:track:3k3NWokhRRkEPhCzPmV8TW,Bad Bunny /  Bomba Estéreo,Ojitos Lindos,Rimas Entertainment LLC,2,2,5,2570122,6,2022
3,spotify:track:1uGdRSOpObu3lp0jvrVREl,Maria Becerra,OJALÁ,300 Entertainment,3,151,2,2395540,6,2022
4,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,Bad Bunny /  Chencho Corleone,Me Porto Bonito,Rimas Entertainment LLC,3,3,5,2299452,6,2022
5,spotify:track:2rurDawMfoKP4uHyb2kJBt,Shakira /  Rauw Alejandro,Te Felicito,Sony Music Latin,5,10,7,2232059,6,2022
1,spotify:track:3k3NWokhRRkEPhCzPmV8TW,Bad Bunny /  Bomba Estéreo,Ojitos Lindos,Rimas Entertainment LLC,1,1,9,2448167,7,2022
2,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,Bad Bunny /  Chencho Corleone,Me Porto Bonito,Rimas Entertainment LLC,2,3,9,2428541,7,2022
3,spotify:track:7kYbxvrGXv8cmKjkqgqhrw,TINI,La Triple T,Sony Music Latin,1,4,9,2274392,7,2022
4,spotify:track:1uGdRSOpObu3lp0jvrVREl,Maria Becerra,OJALÁ,300 Entertainment,2,2,6,2273286,7,2022
5,spotify:track:2rurDawMfoKP4uHyb2kJBt,Shakira /  Rauw Alejandro,Te Felicito,Sony Music Latin,3,5,11,2167614,7,2022
1,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,Bizarrap /  Quevedo,Quevedo: Bzrp Music Sessions /  Vol. 52,DALE PLAY Records,1,1,6,6195267,8,2022
2,spotify:track:2bbwjxA68m9PHZFWgF1fze,Duki,GIVENCHY,DALE PLAY Records / SSJ Records,2,2,4,3166217,8,2022
3,spotify:track:45dlaEXrXW47TVbrQ4gK7E,Rei /  Callejero Fino,Tu Turrito,DALE PLAY Records,3,4,14,3157862,8,2022
4,spotify:track:5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,4,7,9,3075739,8,2022
5,spotify:track:3fjN3y5x4hN53rykAN2LHQ,Rels B,cómo dormiste?,DALE PLAY Records / Flakk Team,5,-1,1,2986105,8,2022
1,spotify:track:5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,1,2,13,4923934,9,2022
2,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,Bizarrap /  Quevedo,Quevedo: Bzrp Music Sessions /  Vol. 52,DALE PLAY Records,1,1,10,4765372,9,2022
3,spotify:track:5ildQOEKmJuWGl2vRkFdYc,ROSALÍA,DESPECHÁ,Columbia,3,3,6,3776554,9,2022
4,spotify:track:45dlaEXrXW47TVbrQ4gK7E,Rei /  Callejero Fino,Tu Turrito,DALE PLAY Records,3,4,18,3593524,9,2022
5,spotify:track:3fjN3y5x4hN53rykAN2LHQ,Rels B,cómo dormiste?,DALE PLAY Records / Flakk Team,4,5,5,2930029,9,2022
1,spotify:track:5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,1,1,17,4434508,10,2022
2,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,Bizarrap /  Quevedo,Quevedo: Bzrp Music Sessions /  Vol. 52,DALE PLAY Records,1,2,14,3793440,10,2022
3,spotify:track:45dlaEXrXW47TVbrQ4gK7E,Rei /  Callejero Fino,Tu Turrito,DALE PLAY Records,3,3,22,3279246,10,2022
4,spotify:track:3Ne5uYDFzHEFYAPbaBMIck,Maria Becerra,AUTOMÁTICO,300 Entertainment,4,5,4,2991284,10,2022
5,spotify:track:53tfEupEzQRtVFOeZvk7xq,ROSALÍA,DESPECHÁ,Columbia,3,4,10,2986606,10,2022
1,spotify:track:5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,1,1,22,3751972,11,2022
2,spotify:track:45dlaEXrXW47TVbrQ4gK7E,Rei /  Callejero Fino,Tu Turrito,DALE PLAY Records,2,2,27,2826176,11,2022
3,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,Bizarrap /  Quevedo,Quevedo: Bzrp Music Sessions /  Vol. 52,DALE PLAY Records,1,3,19,2718730,11,2022
4,spotify:track:3Ne5uYDFzHEFYAPbaBMIck,Maria Becerra,AUTOMÁTICO,300 Entertainment,4,4,9,2301038,11,2022
5,spotify:track:5rGorQ0R06XveTJXMd3QRi,Rusherking /  Dread Mar I,Perfecta,Rusherking,5,6,6,2282440,11,2022
1,spotify:track:5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,1,1,26,3294159,12,2022
